INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	ISO3	X	Y	SDG_REGION	TIME_PERIOD	TIME_DETAIL	SEX	SEX_DESC	ICT_SKILL	ICT_SKILL_DESC	OBS_VALUE	UNIT_MEASURE	UNIT_MEASURE_DESC	NATURE	NATURE_DESC	REPORTING_TYPE	REPORTING_TYPE_DESC	COMMENT_OBS	SOURCE_DETAIL	SOURCE_YEAR	sort_order	SDG_SeriesID	ILO_SeriesID	UNESCO_SeriesID	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	isLatestValue
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2017	2017	M	Male	CMFL	Copying or moving a file or folder	60.66819	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__CMFL	Male, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2018	2018	M	Male	CMFL	Copying or moving a file or folder	58.14002	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__CMFL	Male, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2019	2019	M	Male	CMFL	Copying or moving a file or folder	55.77781	PT	Percent	C	Country Data	G	Global		Ministry of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__CMFL	Male, copying or moving a file or folder	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2015	2015	M	Male	PCPR	Writing a computer program using a specialized programming language	5.05939	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__PCPR	Male, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2016	2016	M	Male	PCPR	Writing a computer program using a specialized programming language	5.40521	PT	Percent	C	Country Data	G	Global		Ministry of Information & Communication Technology	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__PCPR	Male, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2017	2017	M	Male	PCPR	Writing a computer program using a specialized programming language	5.75138	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__PCPR	Male, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2018	2018	M	Male	PCPR	Writing a computer program using a specialized programming language	6.09715	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__PCPR	Male, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2019	2019	M	Male	PCPR	Writing a computer program using a specialized programming language	6.56745	PT	Percent	C	Country Data	G	Global		Ministry of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__PCPR	Male, writing a computer program using a specialized programming language	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2015	2015	M	Male	ARSP	Using basic arithmetic formula in a spreadsheet	36.6051	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__ARSP	Male, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2016	2016	M	Male	ARSP	Using basic arithmetic formula in a spreadsheet	34.90824	PT	Percent	C	Country Data	G	Global		Ministry of Information & Communication Technology	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__ARSP	Male, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2017	2017	M	Male	ARSP	Using basic arithmetic formula in a spreadsheet	33.21113	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__ARSP	Male, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2018	2018	M	Male	ARSP	Using basic arithmetic formula in a spreadsheet	31.51407	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__ARSP	Male, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2019	2019	M	Male	ARSP	Using basic arithmetic formula in a spreadsheet	29.71149	PT	Percent	C	Country Data	G	Global		Ministry of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__ARSP	Male, using basic arithmetic formula in a spreadsheet	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2015	2015	M	Male	TRAF	Transferring files between a computer and other devices	46.8261	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__TRAF	Male, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2016	2016	M	Male	TRAF	Transferring files between a computer and other devices	44.07292	PT	Percent	C	Country Data	G	Global		Ministry of Information & Communication Technology	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__TRAF	Male, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2017	2017	M	Male	TRAF	Transferring files between a computer and other devices	41.3197	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__TRAF	Male, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2018	2018	M	Male	TRAF	Transferring files between a computer and other devices	38.56658	PT	Percent	C	Country Data	G	Global		Ministry Of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__TRAF	Male, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	634	Qatar	QAT	51.19152467	25.28355379	Northern Africa and Western Asia	2019	2019	M	Male	TRAF	Transferring files between a computer and other devices	35.65349	PT	Percent	C	Country Data	G	Global		Ministry of Transport and Communications	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__TRAF	Male, transferring files between a computer and other devices	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2014	2014	M	Male	INST	Connecting and installing new devices	15.3275	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__INST	Male, connecting and installing new devices	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2014	2014	M	Male	CMFL	Copying or moving a file or folder	39.1147	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__CMFL	Male, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2015	2015	M	Male	CMFL	Copying or moving a file or folder	57.3898	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__CMFL	Male, copying or moving a file or folder	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2016	2016	M	Male	CMFL	Copying or moving a file or folder	63.03149	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__CMFL	Male, copying or moving a file or folder	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2014	2014	M	Male	EPRS	Creating electronic presentations with presentation software	5.8946	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__EPRS	Male, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2015	2015	M	Male	EPRS	Creating electronic presentations with presentation software	13.9467	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__EPRS	Male, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2016	2016	M	Male	EPRS	Creating electronic presentations with presentation software	13.161	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__EPRS	Male, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2019	2019	M	Male	EPRS	Creating electronic presentations with presentation software	14.90253	PT	Percent	C	Country Data	G	Global		National Institute of Statistics	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__EPRS	Male, creating electronic presentations with presentation software	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2014	2014	M	Male	TRAF	Transferring files between a computer and other devices	21.4737	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__TRAF	Male, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2015	2015	M	Male	TRAF	Transferring files between a computer and other devices	57.8891	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__TRAF	Male, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2016	2016	M	Male	TRAF	Transferring files between a computer and other devices	62.1256	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__TRAF	Male, transferring files between a computer and other devices	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2019	2019	M	Male	TRAF	Transferring files between a computer and other devices	72.47512	PT	Percent	C	Country Data	G	Global		National Institute of Statistics	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__TRAF	Male, transferring files between a computer and other devices	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2014	2014	M	Male	ARSP	Using basic arithmetic formula in a spreadsheet	17.2974	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__ARSP	Male, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2015	2015	M	Male	ARSP	Using basic arithmetic formula in a spreadsheet	9.9088	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__ARSP	Male, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2016	2016	M	Male	ARSP	Using basic arithmetic formula in a spreadsheet	13.23159	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__ARSP	Male, using basic arithmetic formula in a spreadsheet	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2019	2019	M	Male	ARSP	Using basic arithmetic formula in a spreadsheet	6.19165	PT	Percent	C	Country Data	G	Global		National Institute of Statistics	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__ARSP	Male, using basic arithmetic formula in a spreadsheet	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2014	2014	M	Male	COPA	Using copy and paste tools to duplicate or move information within a document	28.513	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__COPA	Male, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2015	2015	M	Male	COPA	Using copy and paste tools to duplicate or move information within a document	17.5408	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__COPA	Male, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2016	2016	M	Male	COPA	Using copy and paste tools to duplicate or move information within a document	21.6832	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__COPA	Male, using copy and paste tools to duplicate or move information within a document	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2019	2019	M	Male	COPA	Using copy and paste tools to duplicate or move information within a document	23.09156	PT	Percent	C	Country Data	G	Global		National Institute of Statistics	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__COPA	Male, using copy and paste tools to duplicate or move information within a document	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2014	2014	M	Male	PCPR	Writing a computer program using a specialized programming language	4.73	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__PCPR	Male, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2015	2015	M	Male	PCPR	Writing a computer program using a specialized programming language	1.22201	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__PCPR	Male, writing a computer program using a specialized programming language	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2016	2016	M	Male	PCPR	Writing a computer program using a specialized programming language	1.78021	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__PCPR	Male, writing a computer program using a specialized programming language	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2015	2015	M	Male	SOFT	Finding, downloading, installing and configuring software	20.0646	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__SOFT	Male, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2016	2016	M	Male	SOFT	Finding, downloading, installing and configuring software	21.0859	PT	Percent	C	Country Data	G	Global		Eurostat	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__SOFT	Male, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2019	2019	M	Male	SOFT	Finding, downloading, installing and configuring software	37.60753	PT	Percent	C	Country Data	G	Global		National Institute of Statistics	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__SOFT	Male, finding, downloading, installing and configuring software	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	642	Romania	ROU	24.98481009	45.83893563	Europe and Northern America	2019	2019	M	Male	EMAIL	Sending e-mails with attached files	38.21427	PT	Percent	C	Country Data	G	Global		National Institute of Statistics	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__EMAIL	Male, sending e-mails with attached files	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2014	2014	M	Male	SOFT	Finding, downloading, installing and configuring software	4.26942	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (Rosstat)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__SOFT	Male, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2015	2015	M	Male	SOFT	Finding, downloading, installing and configuring software	4.90079	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (Rosstat)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__SOFT	Male, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2016	2016	M	Male	SOFT	Finding, downloading, installing and configuring software	4.23704	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (Rosstat)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__SOFT	Male, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2017	2017	M	Male	SOFT	Finding, downloading, installing and configuring software	5.39903	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (ROSSTAT)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__SOFT	Male, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2018	2018	M	Male	SOFT	Finding, downloading, installing and configuring software	4.21999	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (Rosstat)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__SOFT	Male, finding, downloading, installing and configuring software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2019	2019	M	Male	SOFT	Finding, downloading, installing and configuring software	8.72285	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (Rosstat)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__SOFT	Male, finding, downloading, installing and configuring software	True
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2014	2014	M	Male	EPRS	Creating electronic presentations with presentation software	6.04793	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (Rosstat)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__EPRS	Male, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2015	2015	M	Male	EPRS	Creating electronic presentations with presentation software	6.81343	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (Rosstat)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__EPRS	Male, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2016	2016	M	Male	EPRS	Creating electronic presentations with presentation software	7.79017	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (Rosstat)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__EPRS	Male, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2017	2017	M	Male	EPRS	Creating electronic presentations with presentation software	9.12257	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (ROSSTAT)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__EPRS	Male, creating electronic presentations with presentation software	False
II.10	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	643	Russian Federation	RUS	99.01404926	61.61899849	Europe and Northern America	2018	2018	M	Male	EPRS	Creating electronic presentations with presentation software	7.98747	PT	Percent	C	Country Data	G	Global		Federal State Statistics Service (Rosstat)	2021	5000	SE_ADT_ACTS			SEX__ICT_SKILL	M__EPRS	Male, creating electronic presentations with presentation software	False
