INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	304	Greenland	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-41.39371316	74.75625681		4	Country or Area	Europe and Northern America	[2012, 2014, 2015]	2012	2015	3	1	3
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	348	Hungary	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2001, 2005, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2001	2015	9	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	352	Iceland	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[2005]	2005	2005	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	372	Ireland	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2007, 2010, 2011]	2007	2011	3	0	2
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	380	Italy	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2001, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2001	2015	11	1	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	428	Latvia	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	26.42461876	56.64196636	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	440	Lithuania	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	23.90517807	55.33680309	1.0	4	Country or Area	Europe and Northern America	[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2005	2015	11	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	442	Luxembourg	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	6.092656563	49.77679538	1.0	4	Country or Area	Europe and Northern America	[2003, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2003	2015	9	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	470	Malta	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	14.44617519	35.89194275	1.0	4	Country or Area	Europe and Northern America	[2000, 2005, 2007, 2010, 2011, 2012, 2013, 2014, 2015]	2000	2015	9	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	499	Montenegro	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	19.25214024	42.78717043	1.0	4	Country or Area	Europe and Northern America	[2003, 2011]	2003	2011	2	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	528	Netherlands	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	5.331480568	51.86728884	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	11	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	578	Norway	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	11.47846389	61.34311134	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2014, 2015]	2004	2015	10	1	4
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	616	Poland	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	19.40660158	52.1226733	1.0	4	Country or Area	Europe and Northern America	[2002, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	2002	2014	8	0	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	620	Portugal	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-7.961599811	39.68509315	1.0	4	Country or Area	Europe and Northern America	[1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1998	2015	18	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	498	Republic of Moldova	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	28.4650624	47.20236795	1.0	4	Country or Area	Europe and Northern America	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2007	2015	9	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	642	Romania	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	24.98481009	45.83893563	1.0	4	Country or Area	Europe and Northern America	[2002, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2002	2015	10	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	643	Russian Federation	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	99.01404926	61.61899849	1.0	4	Country or Area	Europe and Northern America	[2002, 2010]	2002	2010	2	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	688	Serbia	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2002, 2008, 2009, 2010, 2011, 2013, 2014, 2015]	2002	2015	8	1	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	703	Slovakia	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	19.48495604	48.70741446	1.0	4	Country or Area	Europe and Northern America	[2001, 2012, 2013, 2014, 2015]	2001	2015	5	1	4
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	705	Slovenia	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	724	Spain	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[1970, 1981, 1986, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	1970	2015	14	1	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	752	Sweden	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	14.3775338	60.60103109	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	756	Switzerland	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	8.223158	46.96617097	1.0	4	Country or Area	Europe and Northern America	[2009, 2010, 2011, 2012, 2014, 2015]	2009	2015	6	1	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	804	Ukraine	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	31.40270802	49.00735945	1.0	4	Country or Area	Europe and Northern America	[2001]	2001	2001	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	826	United Kingdom of Great Britain and Northern Ireland	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-2.23830539	53.27691757	1.0	4	Country or Area	Europe and Northern America	[2009, 2010, 2011, 2012, 2013, 2014]	2009	2014	6	0	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	840	United States of America	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-99.13830311	39.5277871	1.0	4	Country or Area	Europe and Northern America	[2004, 2005, 2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	11	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	660	Anguilla	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-63.05651612	18.21525315		4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	32	Argentina	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[2001, 2003]	2001	2003	2	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	533	Aruba	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-69.97050586	12.50878756		4	Country or Area	Latin America and the Caribbean	[2000]	2000	2000	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	44	Bahamas	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2010]	2000	2010	2	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	52	Barbados	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[2000]	2000	2000	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	84	Belize	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2010]	2005	2010	2	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	68	Bolivia (Plurinational State of)	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[2001, 2006, 2008, 2009, 2012]	2001	2012	5	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	76	Brazil	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[1976, 1980, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	1976	2014	12	0	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	136	Cayman Islands	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-81.16740559	19.32266656		4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2007, 2008, 2014, 2015]	2004	2015	7	1	2
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	152	Chile	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2007, 2008, 2009, 2010, 2011, 2013]	2004	2013	7	0	3
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	170	Colombia	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]	2004	2011	8	0	2
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	188	Costa Rica	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2007	2015	8	1	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	192	Cuba	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2002, 2012]	2002	2012	2	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	212	Dominica	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-61.3493756	15.43391378	1.0	4	Country or Area	Latin America and the Caribbean	[2001]	2001	2001	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	214	Dominican Republic	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[2007, 2010, 2011, 2012, 2013, 2014, 2015]	2007	2015	7	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	218	Ecuador	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[2009, 2010, 2013]	2009	2013	3	0	2
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	222	El Salvador	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	2006	2013	8	0	4
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	320	Guatemala	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2002, 2006, 2012, 2013, 2014]	2002	2014	5	0	3
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	328	Guyana	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[2002]	2002	2002	1	0	0
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	340	Honduras	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[2007, 2011, 2012, 2014]	2007	2014	4	0	3
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	484	Mexico	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014, 2015]	2000	2015	12	1	5
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	591	Panama	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2010]	2000	2010	2	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	600	Paraguay	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2006, 2007, 2008, 2009, 2014, 2015]	2005	2015	7	1	2
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	604	Peru	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2004	2015	12	1	6
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	630	Puerto Rico	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-66.47591017	18.22753799		4	Country or Area	Latin America and the Caribbean	[2000, 2005, 2006, 2007, 2008, 2012]	2000	2012	6	0	1
II.12	229b17ac	Educational attainment of the population aged 25 and older by sex	56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	659	Saint Kitts and Nevis	M	Male	Y_GE25	25 years old and over	AGG_5T8	Short-cycle tertiary (ISCED 5) or higher	SEX__AGE__EDUCATION_LEV	M__Y_GE25__AGG_5T8	Male, 25 years old and over, short-cycle tertiary (isced 5) or higher	-62.76628613	17.33994219	1.0	4	Country or Area	Latin America and the Caribbean	[1970]	1970	1970	1	0	0
