INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	384	Côte d'Ivoire	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[1988, 1998, 2000, 2012, 2014]	1988	2014	5	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	380	Italy	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[1981, 2001, 2011]	1981	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	376	Israel	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[1983]	1983	1983	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	368	Iraq	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2013]	2000	2013	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	364	Iran (Islamic Republic of)	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[1976, 1986, 1991, 1996, 2005, 2006, 2008, 2012, 2013, 2014]	1976	2014	10	0	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	408	Democratic People's Republic of Korea	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	127.1803633	40.1462645	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2008]	2008	2008	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	404	Kenya	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2007, 2014]	2000	2014	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	400	Jordan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[1979, 2003, 2005, 2007, 2010, 2011, 2012]	1979	2012	7	0	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	398	Kazakhstan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[1989, 1999, 2009, 2010]	1989	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	388	Jamaica	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[1999]	1999	1999	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	76	Brazil	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-53.08432878	-10.77668561	1.0	4	Country or Area	Latin America and the Caribbean	[1980, 2000, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]	1980	2014	12	0	5
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	72	Botswana	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	23.81380223	-22.18810073	1.0	4	Country or Area	Sub-Saharan Africa	[1991, 2003]	1991	2003	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	70	Bosnia and Herzegovina	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	17.78584332	44.16845548	1.0	4	Country or Area	Europe and Northern America	[1991, 2000, 2011, 2013]	1991	2013	4	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	68	Bolivia (Plurinational State of)	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[1976, 1992, 2001, 2007, 2008, 2009, 2011, 2012, 2015]	1976	2015	9	1	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	112	Belarus	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	28.04940161	53.54193075	1.0	4	Country or Area	Europe and Northern America	[1989, 1999, 2009]	1989	2009	3	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	108	Burundi	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[1979, 1990, 2000, 2008, 2014]	1979	2014	5	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	104	Myanmar	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	96.51752295	21.19332882	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1983, 2000, 2016]	1983	2016	3	1	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	100	Bulgaria	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	25.23763153	42.75731323	1.0	4	Country or Area	Europe and Northern America	[2001, 2011]	2001	2011	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	96	Brunei Darussalam	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	114.6288563	4.49736984	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1981, 1991, 2001, 2011]	1981	2011	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	31	Azerbaijan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	50.01064725	40.39229544	1.0	4	Country or Area	Northern Africa and Western Asia	[1999, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	1999	2016	10	2	7
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	24	Angola	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2001, 2014]	2001	2014	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	20	Andorra	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	1.576257417	42.54548611	1.0	4	Country or Area	Europe and Northern America	[2015, 2016]	2015	2016	2	2	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	12	Algeria	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[1987, 2002, 2006, 2008]	1987	2008	4	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	8	Albania	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	20.06660928	41.13897007	1.0	4	Country or Area	Europe and Northern America	[2001, 2008, 2011, 2012]	2001	2012	4	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	4	Afghanistan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	66.02688198	33.83160199	1.0	4	Country or Area	Central and Southern Asia	[1979, 2011]	1979	2011	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	64	Bhutan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	90.45098484	27.39598568	1.0	4	Country or Area	Central and Southern Asia	[2005, 2012]	2005	2012	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	52	Barbados	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-59.5346489	13.13648273	1.0	4	Country or Area	Latin America and the Caribbean	[1970]	1970	1970	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	51	Armenia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[1989, 2001, 2011]	1989	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	50	Bangladesh	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	89.17660788	22.86961622	1.0	4	Country or Area	Central and Southern Asia	[1981, 1991, 2001, 2007, 2011, 2016]	1981	2016	6	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	48	Bahrain	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	50.5490754	26.04407747	1.0	4	Country or Area	Northern Africa and Western Asia	[1981, 1991, 2001, 2010]	1981	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	32	Argentina	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[1980, 1991, 2001, 2015]	1980	2015	4	1	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	196	Cyprus	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	33.22285964	35.05659437	1.0	4	Country or Area	Northern Africa and Western Asia	[1992, 2001, 2011]	1992	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	192	Cuba	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-79.54460144	22.10030366	1.0	4	Country or Area	Latin America and the Caribbean	[2002, 2012]	2002	2012	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	191	Croatia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	17.95874553	45.45172212	1.0	4	Country or Area	Europe and Northern America	[1991, 2001, 2011]	1991	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	188	Costa Rica	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-84.19712782	9.970998683	1.0	4	Country or Area	Latin America and the Caribbean	[1984, 2000, 2011]	1984	2011	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	180	Democratic Republic of the Congo	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	23.65496507	-2.877154732	1.0	4	Country or Area	Sub-Saharan Africa	[2001, 2007, 2012, 2016]	2001	2016	4	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	174	Comoros	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	43.34234565	-11.66121732	1.0	4	Country or Area	Sub-Saharan Africa	[1980, 2000, 2012]	1980	2012	3	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	170	Colombia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[1993, 1996, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2014, 2015]	1993	2015	12	1	4
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	214	Dominican Republic	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-70.49847576	18.89832088	1.0	4	Country or Area	Latin America and the Caribbean	[1981, 2002, 2007, 2010, 2011, 2012, 2013, 2014, 2015]	1981	2015	9	1	6
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	204	Benin	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[1979, 1992, 2002, 2006, 2012]	1979	2012	5	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	148	Chad	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[1993, 2000, 2004, 2015, 2016]	1993	2016	5	2	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	144	Sri Lanka	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	80.70489654	7.614693343	1.0	4	Country or Area	Central and Southern Asia	[1981, 2001, 2006, 2008, 2010]	1981	2010	5	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	140	Central African Republic	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[1975, 1988, 2000, 2010]	1975	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	136	Cayman Islands	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-81.16740559	19.32266656		4	Country or Area	Latin America and the Caribbean	[2007]	2007	2007	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	132	Cabo Verde	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[1990, 2012, 2015]	1990	2015	3	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	120	Cameroon	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[1976, 2000, 2007, 2010]	1976	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	116	Cambodia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	104.922836	12.71163737	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1998, 2004, 2008, 2009]	1998	2009	4	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	156	China	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	104.1403375	32.30955217	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1982, 1990, 2000, 2010]	1982	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	152	Chile	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[1982, 1992, 2002, 2008, 2009, 2011, 2013]	1982	2013	7	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	760	Syrian Arab Republic	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	38.50466565	35.01676176	1.0	4	Country or Area	Northern Africa and Western Asia	[1981, 2002, 2004]	1981	2004	3	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	748	Eswatini	_T	Both sexes or no breakdown by sex	Y15T24	15 to 24 years old	SEX__AGE	_T__Y15T24	Both sexes or no breakdown by sex, 15 to 24 years old	31.50149288	-26.56471011	1.0	4	Country or Area	Sub-Saharan Africa	[1976, 1986, 2000, 2010]	1976	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	740	Suriname	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-55.90626394	4.132603197	1.0	4	Country or Area	Latin America and the Caribbean	[2004, 2008, 2010, 2012]	2004	2012	4	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	729	Sudan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	29.95650159	16.02643066	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2008]	2000	2008	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	728	South Sudan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	30.32618773	7.290839152	1.0	4	Country or Area	Sub-Saharan Africa	[2008]	2008	2008	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	724	Spain	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-3.554078296	40.39211472	1.0	4	Country or Area	Europe and Northern America	[1981, 1991, 2004, 2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	1981	2016	14	2	7
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	784	United Arab Emirates	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	53.98279159	23.43322219	1.0	4	Country or Area	Northern Africa and Western Asia	[1975, 1985, 2005]	1975	2005	3	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	780	Trinidad and Tobago	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-61.29389504	10.41877263	1.0	4	Country or Area	Latin America and the Caribbean	[1980, 1990]	1980	1990	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	776	Tonga	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-175.1959991	-21.19511329	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[1976, 1996, 2006, 2011]	1976	2011	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	768	Togo	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	0.97835765	8.532096072	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2006, 2009, 2011, 2015]	2000	2015	5	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	764	Thailand	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	101.0202951	15.13089239	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1980, 2000, 2005, 2010, 2013, 2015]	1980	2015	6	1	3
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	762	Tajikistan	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	69.294998	38.43069666	1.0	4	Country or Area	Central and Southern Asia	[1989, 2000]	1989	2000	2	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	704	Viet Nam	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	105.802499	10.09643079	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1979, 1989, 1999, 2000, 2009]	1979	2009	5	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	702	Singapore	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	103.8107883	1.361009155	1.0	4	Country or Area	Eastern and South-Eastern Asia	[1980, 1990, 2000, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	1980	2016	10	2	7
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	694	Sierra Leone	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-11.78306584	8.568604164	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2013]	2004	2013	2	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	690	Seychelles	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	55.46561591	-4.678053059	1.0	4	Country or Area	Sub-Saharan Africa	[1987, 1994, 2002, 2010]	1987	2010	4	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	688	Serbia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	20.805876	44.03145697	1.0	4	Country or Area	Europe and Northern America	[2011, 2016]	2011	2016	2	1	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	686	Senegal	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[1988, 2002, 2006, 2009, 2011, 2013]	1988	2013	6	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	716	Zimbabwe	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	29.86909584	-19.00075492	1.0	4	Country or Area	Sub-Saharan Africa	[1982, 1992, 2011, 2014]	1982	2014	4	0	2
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	710	South Africa	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	24.67184355	-29.99957544	1.0	4	Country or Area	Sub-Saharan Africa	[1980, 1996, 2007, 2009, 2010, 2011, 2012, 2014, 2015]	1980	2015	9	1	5
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	705	Slovenia	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	14.82209486	46.11958061	1.0	4	Country or Area	Europe and Northern America	[1991]	1991	1991	1	0	0
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	858	Uruguay	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[1975, 1985, 1996, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1975	2015	13	1	6
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	854	Burkina Faso	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	-1.742843829	12.27491081	1.0	4	Country or Area	Sub-Saharan Africa	[1975, 1991, 1996, 2003, 2005, 2006, 2007, 2014]	1975	2014	8	0	1
II.1	2e391327	Youth literacy rate of persons aged 15-24 years, by sex	ed7f11c7	Youth literacy rate of persons (15-24 years), by sex	834	United Republic of Tanzania	F	Female	Y15T24	15 to 24 years old	SEX__AGE	F__Y15T24	Female, 15 to 24 years old	34.80521182	-6.265332606	1.0	4	Country or Area	Sub-Saharan Africa	[1988, 2002, 2010, 2012, 2015]	1988	2015	5	1	3
