sort_order	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	SDG_REGION	denominator	N_countries	N_countries_lag10	N_countries_lag5	N_countries_sex	N_countries_age
5500	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	Latin America and the Caribbean	33	25	21	14	25	0
5300	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	Latin America and the Caribbean	33	27	23	16	27	0
3200	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Latin America and the Caribbean	33	31	30	28	31	0
3400	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	Latin America and the Caribbean	33	33	30	26	33	0
3500	I0d771394	Gross enrolment ratio in secondary education, by sex	S0d771394	Gross enrolment ratio in secondary education, by sex	Latin America and the Caribbean	33	32	31	27	32	0
3600	Ifae61340	Gross enrolment ratio in tertiary education, by sex	Sfae61340	Gross enrolment ratio in tertiary education, by sex	Latin America and the Caribbean	33	31	25	21	31	0
4300	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	Latin America and the Caribbean	33	27	27	19	27	0
4500	I66c21045	Completion rate (lower secondary education)	Sa7501ddf	Completion rate, by sex, location and wealth quintile, lower secondary education	Latin America and the Caribbean	33	27	27	19	27	0
4700	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	Latin America and the Caribbean	33	23	18	13	23	0
4800	Ia00b1ab7	Proportion of females among tertiary education teachers or professors	Sa00b1ab7	Proportion of females among tertiary education teachers or professors	Latin America and the Caribbean	33	26	16	14	0	0
4900	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	Latin America and the Caribbean	33	27	26	19	27	0
7000	I22b614cb	Women’s share of government ministerial positions	S22b614cb	Women’s share of government ministerial positions	Latin America and the Caribbean	33	33	33	33	0	0
7200	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	Latin America and the Caribbean	33	20	20	20	0	0
7100	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	Latin America and the Caribbean	33	33	33	33	0	0
7300	I6b4d10a8	Proportion of women in managerial positions	S6b4d10a8	Proportion of women in managerial positions	Latin America and the Caribbean	33	30	26	23	0	0
7400	I6b4d10a8	Proportion of women in managerial positions	Sca981746	Proportion of women in senior and middle management positions	Latin America and the Caribbean	33	17	16	14	0	0
7500	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	Latin America and the Caribbean	33	26	26	14	0	0
7600	I5aac0815	Share of female judges	S5aac0815	Share of female judges	Latin America and the Caribbean	33	20	19	12	0	0
7800	Iece33744	Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	Sbef52966	Proportion of women who make their own informed decisions regarding contraceptive use (% of women aged 15-49 years)	Latin America and the Caribbean	33	7	5	3	0	0
7900	Iece33744	Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	Sf8af2bef	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	Latin America and the Caribbean	33	7	5	3	0	0
8000	Iece33744	Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	S91c32905	Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years)	Latin America and the Caribbean	33	7	5	3	0	0
7700	Iece33744	Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	S6bcc3b15	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	Latin America and the Caribbean	33	7	5	3	0	0
1700	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	Latin America and the Caribbean	33	32	25	23	31	28
1800	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	Latin America and the Caribbean	33	3	3	3	3	0
1900	I0d5c350a	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	S0d5c350a	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	Latin America and the Caribbean	33	22	22	20	22	0
2100	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	S2d8b1bf8	Average hourly earnings of employees by sex and occupation (local currency)	Latin America and the Caribbean	33	22	18	15	22	0
2200	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	Latin America and the Caribbean	33	22	18	15	0	0
2300	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	Latin America and the Caribbean	33	25	24	20	25	0
2500	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	Latin America and the Caribbean	33	25	25	23	25	0
2700	Id76834fb	Proportion of the population living below the international poverty line by sex, age, employment status and geographic location (urban/rural)	S8fde19b4	Employed population below international poverty line, by sex and age	Latin America and the Caribbean	33	24	23	22	24	24
2900	I13151395	Proportion of individuals using the Internet, by sex	S13151395	Proportion of individuals using the Internet, by sex	Latin America and the Caribbean	33	18	18	0	16	0
3000	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	Latin America and the Caribbean	33	16	16	16	13	0
300	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	Latin America and the Caribbean	33	16	14	8	16	6
100	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	Latin America and the Caribbean	33	17	15	9	17	16
200	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	Latin America and the Caribbean	33	16	14	8	16	6
400	Ic62a19e8	Average number of hours spent on total work (total work burden), by sex	Sad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	Latin America and the Caribbean	33	14	12	2	14	2
500	Ia7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	Sd4e715ea	Labour force participation rate for persons aged 15-24, by sex	Latin America and the Caribbean	33	33	25	24	33	0
600	Ia7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	Sab331582	Labour force participation rate for persons aged 15+, by sex	Latin America and the Caribbean	33	33	29	25	33	0
700	I8bd915c9	Proportion of employed who are own-account workers, by sex	S8bd915c9	Proportion of employed who are own-account workers, by sex	Latin America and the Caribbean	33	33	27	24	33	0
800	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	Latin America and the Caribbean	33	32	27	23	32	0
900	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	Latin America and the Caribbean	33	32	26	24	32	0
1000	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	Latin America and the Caribbean	33	24	24	21	24	0
1200	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	S8d681d8b	Percentage distribution of employed population in agricultural sector, by sex	Latin America and the Caribbean	33	33	28	24	33	0
1300	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	S51b31cbb	Percentage distribution of employed population in industrial sector, by sex	Latin America and the Caribbean	33	33	28	24	33	0
1400	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	Latin America and the Caribbean	33	33	28	24	33	0
1500	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	Latin America and the Caribbean	33	22	21	19	22	0
9600	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	Latin America and the Caribbean	33	20	20	20	0	0
9700	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	Latin America and the Caribbean	33	33	33	33	0	0
9800	I04c00dff	Existence of law on gender statistics	S04c00dff	Existence of law on gender statistics	Latin America and the Caribbean	33	32	32	32	0	0
8800	Id2261786	Extent of country commitment to gender equality in employment	Sc8071d98	Whether or not ratified ILO convention 100 on equal remuneration for women and men	Latin America and the Caribbean	33	33	1	1	0	0
8900	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	Latin America and the Caribbean	33	33	1	1	0	0
9000	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	Sedf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	Latin America and the Caribbean	33	12	2	1	0	0
9100	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	Latin America and the Caribbean	33	2	1	1	0	0
9200	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S299b1381	Whether or not ratified ILO convention 177 on home work	Latin America and the Caribbean	33	1	0	0	0	0
9300	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S1dd41836	Whether or not ratified ILO convention 183 on maternity protection	Latin America and the Caribbean	33	4	2	2	0	0
9400	I79580982	Length of maternity leave	S79580982	Length of maternity leave	Latin America and the Caribbean	33	32	32	32	0	0
9500	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	Latin America and the Caribbean	33	31	31	31	0	0
11100	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	S579a33eb	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 3: employment and economic benefits	Latin America and the Caribbean	33	20	20	20	0	0
10900	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	Latin America and the Caribbean	33	20	20	20	0	0
11200	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Sd06c2eaf	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 4: marriage and family	Latin America and the Caribbean	33	20	20	20	0	0
11000	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	S8adc3032	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 2: violence against women	Latin America and the Caribbean	33	20	20	20	0	0
11400	I158e0e5f	Existence of laws on domestic violence	S158e0e5f	Existence of laws on domestic violence	Latin America and the Caribbean	33	32	32	32	0	0
11900	Ib0e21aa2	Whether or not inheritance rights discriminate against women and girls	S181218af	Whether or not inheritance rights discriminate against daughters	Latin America and the Caribbean	33	32	32	32	0	0
11800	Ib0e21aa2	Whether or not inheritance rights discriminate against women and girls	Scfd91785	Whether or not inheritance rights discriminate against widows	Latin America and the Caribbean	33	32	32	32	0	0
12200	Ifdb90d43	Legal minimum age at marriage by sex	S174413b8	Minimum age for legal marriage - With parental consent	Latin America and the Caribbean	33	7	7	7	7	0
12100	Ifdb90d43	Legal minimum age at marriage by sex	S583c1510	Minimum age for legal marriage - Without parental consent	Latin America and the Caribbean	33	9	9	9	9	0
8100	Ia8b55125	Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age	S9a5e3c3a	Proportion of ever-partnered women and girls subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months, by age	Latin America and the Caribbean	33	26	26	26	0	26
8300	Ibe0d4226	Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months, by age and place of occurrence	Sb51531fc	Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner, since age 15	Latin America and the Caribbean	33	4	1	0	0	0
8400	I241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	S241a26cf	Proportion of girls and women aged 15-49 years who have undergone female genital mutilation/cutting, by age	Latin America and the Caribbean	33	0	0	0	0	0
8600	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S93ff1bef	Proportion of women aged 20-24 years who were married or in a union before age 15	Latin America and the Caribbean	33	24	23	12	0	0
8500	Ic36721ab	Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18	S94021bf2	Proportion of women aged 20-24 years who were married or in a union before age 18	Latin America and the Caribbean	33	24	23	12	0	0
8700	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	Latin America and the Caribbean	33	33	30	24	0	0
6800	Ic5db0b34	Life expectancy at age 60, by sex	Sc5db0b34	Life expectancy at age 60, by sex	Australia and New Zealand	2	2	2	2	2	0
6900	Ibdc928a3	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	Sbdc928a3	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, by sex	Australia and New Zealand	2	2	2	2	2	0
5700	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	S97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	Australia and New Zealand	2	0	0	0	0	0
5800	I97572e77	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	Sad5532a0	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods: estimates	Australia and New Zealand	2	2	2	2	0	0
5900	Id3190c3e	Under-five mortality rate, by sex	Sd3190c3e	Under-five mortality rate, by sex	Australia and New Zealand	2	2	2	2	2	0
6000	I75250979	Maternal mortality ratio	S75250979	Maternal mortality ratio	Australia and New Zealand	2	2	2	2	0	0
6200	I682508c0	Antenatal care coverage	S7cdd10b8	Antenatal care coverage, at least four visits	Australia and New Zealand	2	1	0	0	0	0
6100	I682508c0	Antenatal care coverage	S5b5c0fcb	Antenatal care coverage, at least one visit	Australia and New Zealand	2	2	0	0	0	0
6300	I784515d6	Proportion of births attended by skilled health personnel	S784515d6	Proportion of births attended by skilled health personnel	Australia and New Zealand	2	2	2	2	0	0
6400	Ic68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	Sc68a22f4	Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex	Australia and New Zealand	2	2	2	2	2	0
6500	I555b0f6a	Proportion of adults who are obese, by sex	S555b0f6a	Proportion of adults who are obese, by sex	Australia and New Zealand	2	2	2	2	2	0
6600	Ied2520f0	Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations	Sed2520f0	Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations	Australia and New Zealand	2	2	2	2	2	2
6700	I121f0e02	Access to anti-retroviral drug, by sex	S121f0e02	Access to anti-retroviral drug, by sex	Australia and New Zealand	2	2	2	2	2	0
5000	Ib6932825	Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill	S01912ae8	Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill	Australia and New Zealand	2	0	0	0	0	0
5200	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42192176	Educational attainment (minimum lower secondary) of the population aged 25 and older, by sex	Australia and New Zealand	2	2	1	1	2	0
5400	I229b17ac	Educational attainment of the population aged 25 and older by sex	S216a2120	Educational attainment (minimum post-secondary) of the population aged 25 and older, by sex	Australia and New Zealand	2	2	2	2	2	0
5600	I229b17ac	Educational attainment of the population aged 25 and older by sex	S339b1e69	Educational attainment (minimum primary) of the population aged 25 and older, by sex	Australia and New Zealand	2	1	1	1	1	0
5500	I229b17ac	Educational attainment of the population aged 25 and older by sex	S56e81ed9	Educational attainment (minimum tertiary) of the population aged 25 and older, by sex	Australia and New Zealand	2	2	2	2	2	0
5300	I229b17ac	Educational attainment of the population aged 25 and older by sex	S42da2179	Educational attainment (minimum upper secondary) of the population aged 25 and older, by sex	Australia and New Zealand	2	2	2	2	2	0
3200	If1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Sf1e8239d	Participation rate in organized learning (one year before the official primary entry age), by sex	Australia and New Zealand	2	2	2	2	2	0
3400	I40470f13	Total net enrolment rate, primary, by sex	S40470f13	Total net enrolment rate, primary, by sex	Australia and New Zealand	2	2	2	2	2	0
3500	I0d771394	Gross enrolment ratio in secondary education, by sex	S0d771394	Gross enrolment ratio in secondary education, by sex	Australia and New Zealand	2	2	2	2	2	0
3600	Ifae61340	Gross enrolment ratio in tertiary education, by sex	Sfae61340	Gross enrolment ratio in tertiary education, by sex	Australia and New Zealand	2	2	2	2	2	0
4300	Ief9e0d38	Completion rate (primary education)	Sc5211ad2	Completion rate, by sex, location and wealth quintile, primary education	Australia and New Zealand	2	0	0	0	0	0
4500	I66c21045	Completion rate (lower secondary education)	Sa7501ddf	Completion rate, by sex, location and wealth quintile, lower secondary education	Australia and New Zealand	2	1	1	0	1	0
4700	Ia03b11e0	Gross graduation ratio from tertiary education	Sbe822278	Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, by sex	Australia and New Zealand	2	2	2	2	2	0
4800	Ia00b1ab7	Proportion of females among tertiary education teachers or professors	Sa00b1ab7	Proportion of females among tertiary education teachers or professors	Australia and New Zealand	2	2	1	1	0	0
4900	I2e391327	Youth literacy rate of persons aged 15-24 years, by sex	Sed7f11c7	Youth literacy rate of persons (15-24 years), by sex	Australia and New Zealand	2	0	0	0	0	0
7000	I22b614cb	Women’s share of government ministerial positions	S22b614cb	Women’s share of government ministerial positions	Australia and New Zealand	2	2	2	2	0	0
7200	I836a1d80	Proportion of seats held by women in national parliament and local governments	S37241f88	Proportion of elected seats held by women in deliberative bodies of local government	Australia and New Zealand	2	2	2	2	0	0
7100	I836a1d80	Proportion of seats held by women in national parliament and local governments	S5867152a	Proportion of seats held by women in national parliament	Australia and New Zealand	2	2	2	2	0	0
7300	I6b4d10a8	Proportion of women in managerial positions	S6b4d10a8	Proportion of women in managerial positions	Australia and New Zealand	2	2	1	1	0	0
7400	I6b4d10a8	Proportion of women in managerial positions	Sca981746	Proportion of women in senior and middle management positions	Australia and New Zealand	2	0	0	0	0	0
7500	Ib3320b80	Share of female police officers	Sb3320b80	Share of female police officers	Australia and New Zealand	2	2	2	1	0	0
7600	I5aac0815	Share of female judges	S5aac0815	Share of female judges	Australia and New Zealand	2	2	2	0	0	0
7800	Iece33744	Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	Sbef52966	Proportion of women who make their own informed decisions regarding contraceptive use (% of women aged 15-49 years)	Australia and New Zealand	2	0	0	0	0	0
7900	Iece33744	Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	Sf8af2bef	Proportion of women who make their own informed decisions regarding reproductive health care (% of women aged 15-49 years)	Australia and New Zealand	2	0	0	0	0	0
8000	Iece33744	Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	S91c32905	Proportion of women who make their own informed decisions regarding sexual relations (% of women aged 15-49 years)	Australia and New Zealand	2	0	0	0	0	0
7700	Iece33744	Proportion of women aged 15-49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care	S6bcc3b15	Proportion of women who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women aged 15-49 years)	Australia and New Zealand	2	0	0	0	0	0
1700	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	Sd5a60c11	Unemployment rate, by sex and age	Australia and New Zealand	2	2	2	2	2	2
1800	Ia3981659	Unemployment rate, by sex, age and persons with disabilities	S36180f12	Unemployment rate, by sex and disability	Australia and New Zealand	2	1	1	1	1	0
1900	I0d5c350a	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	S0d5c350a	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider, by sex	Australia and New Zealand	2	2	2	2	2	0
2100	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	S2d8b1bf8	Average hourly earnings of employees by sex and occupation (local currency)	Australia and New Zealand	2	0	0	0	0	0
2200	I5bf21940	Gender gap in wages, by occupation, age and persons with disabilities	Sd1cf0c58	Gender gap in wages, by occupation	Australia and New Zealand	2	0	0	0	0	0
2300	Ic6bf121c	Proportion of employed working part-time, by sex	Sc6bf121c	Proportion of employed working part-time, by sex	Australia and New Zealand	2	2	2	2	2	0
2500	Ic6982113	Prime-age employment-to-population ratio by sex, household type and presence of children	S6e1d24f4	Prime-age employment-to-population ratio by sex, household type and presence of children under age 6	Australia and New Zealand	2	0	0	0	0	0
2700	Id76834fb	Proportion of the population living below the international poverty line by sex, age, employment status and geographic location (urban/rural)	S8fde19b4	Employed population below international poverty line, by sex and age	Australia and New Zealand	2	0	0	0	0	0
2900	I13151395	Proportion of individuals using the Internet, by sex	S13151395	Proportion of individuals using the Internet, by sex	Australia and New Zealand	2	2	2	0	2	0
3000	Ib8e91664	Proportion of individuals who own a mobile telephone, by sex	Sb8e91664	Proportion of individuals who own a mobile telephone, by sex	Australia and New Zealand	2	0	0	0	0	0
300	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S0db81b0d	Average number of hours spent on unpaid care work, by sex, age and location	Australia and New Zealand	2	2	1	0	2	0
100	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	S997d1fdb	Average number of hours spent on domestic chores and care work, by sex, age and location	Australia and New Zealand	2	2	1	0	2	0
200	I98ba1fd8	Average number of hours spent on unpaid domestic and care work, by sex, age and location	Sc59d1d8b	Average number of hours spent on unpaid domestic chores, by sex, age and location	Australia and New Zealand	2	2	1	0	2	0
400	Ic62a19e8	Average number of hours spent on total work (total work burden), by sex	Sad2e1d29	Average number of hours spent on total work combined (total work burden), by sex	Australia and New Zealand	2	2	1	0	2	0
500	Ia7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	Sd4e715ea	Labour force participation rate for persons aged 15-24, by sex	Australia and New Zealand	2	2	2	2	2	0
600	Ia7751861	Labour force participation rates for persons aged 15-24 and 15+, by sex	Sab331582	Labour force participation rate for persons aged 15+, by sex	Australia and New Zealand	2	2	2	2	2	0
700	I8bd915c9	Proportion of employed who are own-account workers, by sex	S8bd915c9	Proportion of employed who are own-account workers, by sex	Australia and New Zealand	2	2	2	2	2	0
800	I51881915	Proportion of employed who are contributing family workers, by sex	S51881915	Proportion of employed who are contributing family workers, by sex	Australia and New Zealand	2	2	2	2	2	0
900	Ic273120e	Proportion of employed who are employers, by sex	Sc273120e	Proportion of employed who are employers, by sex	Australia and New Zealand	2	2	2	2	2	0
1000	I57821c41	Proportion of youth (aged 15-24 years) not in education, employment or training	S51781c19	Proportion of youth not in education, employment or training, by sex and age	Australia and New Zealand	2	2	2	2	2	0
1200	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	S8d681d8b	Percentage distribution of employed population in agricultural sector, by sex	Australia and New Zealand	2	2	2	2	2	0
1300	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	S51b31cbb	Percentage distribution of employed population in industrial sector, by sex	Australia and New Zealand	2	2	2	2	2	0
1400	I0cfd2d68	Percentage distribution of employed population by sector, each sex (Sectors here refer to Agriculture; Industry; Services)	Sf8fc1b6d	Percentage distribution of employed population in service sector, by sex	Australia and New Zealand	2	2	2	2	2	0
1500	Iddba1b3e	Proportion of informal employment in non agriculture employment, by sex	Sdf4d1b4b	Proportion of informal employment in non-agriculture employment, by sex	Australia and New Zealand	2	0	0	0	0	0
9600	I3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	S3afe1f42	Presence of a gender quota for parliament (reserved seats and legal candidate quotas)	Australia and New Zealand	2	2	2	2	0	0
9700	I2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	S2f5318b1	Presence of a gender quota for parliament (voluntary party quotas)	Australia and New Zealand	2	2	2	2	0	0
9800	I04c00dff	Existence of law on gender statistics	S04c00dff	Existence of law on gender statistics	Australia and New Zealand	2	2	2	2	0	0
8800	Id2261786	Extent of country commitment to gender equality in employment	Sc8071d98	Whether or not ratified ILO convention 100 on equal remuneration for women and men	Australia and New Zealand	2	2	0	0	0	0
8900	Id2261786	Extent of country commitment to gender equality in employment	Sa9af20cf	Whether or not ratified ILO convention 111 on discrimination in employment and occupation	Australia and New Zealand	2	2	0	0	0	0
9000	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	Sedf11ece	Whether or not ratified ILO convention 156 on workers with familiy responsibilities	Australia and New Zealand	2	1	0	0	0	0
9100	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S909d1569	Whether or not ratified ILO convention 175 on part-time work	Australia and New Zealand	2	1	1	0	0	0
9200	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S299b1381	Whether or not ratified ILO convention 177 on home work	Australia and New Zealand	2	0	0	0	0	0
9300	Ia18d1dbf	Extent of country commitment to support reconciliation of work and family life	S1dd41836	Whether or not ratified ILO convention 183 on maternity protection	Australia and New Zealand	2	0	0	0	0	0
9400	I79580982	Length of maternity leave	S79580982	Length of maternity leave	Australia and New Zealand	2	2	2	2	0	0
9500	Ia4f411bc	Percentage of wages paid during maternity leave	Sa4f411bc	Percentage of wages paid during maternity leave	Australia and New Zealand	2	2	2	2	0	0
11100	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	S579a33eb	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 3: employment and economic benefits	Australia and New Zealand	2	2	2	2	0	0
10900	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Se2c9383f	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 1: overarching legal frameworks and public life	Australia and New Zealand	2	2	2	2	0	0
11200	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	Sd06c2eaf	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 4: marriage and family	Australia and New Zealand	2	2	2	2	0	0
11000	I71213127	Whether or not legal frameworks are in place to promote, enforce and monitor equality and non-discrimination on the basis of sex	S8adc3032	Legal frameworks that promote, enforce and monitor gender equality (percentage of achievement, 0 - 100) -- Area 2: violence against women	Australia and New Zealand	2	2	2	2	0	0
11400	I158e0e5f	Existence of laws on domestic violence	S158e0e5f	Existence of laws on domestic violence	Australia and New Zealand	2	2	2	2	0	0
11900	Ib0e21aa2	Whether or not inheritance rights discriminate against women and girls	S181218af	Whether or not inheritance rights discriminate against daughters	Australia and New Zealand	2	2	2	2	0	0
11800	Ib0e21aa2	Whether or not inheritance rights discriminate against women and girls	Scfd91785	Whether or not inheritance rights discriminate against widows	Australia and New Zealand	2	2	2	2	0	0
