INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	EDUCATION_LEV	EDUCATION_LEV_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	308	Grenada	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-61.68248568	12.11238395	1.0	4	Country or Area	Latin America and the Caribbean	[2007, 2008, 2009, 2010, 2013, 2014, 2015, 2016]	2007	2016	8	2	5
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	32	Argentina	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-65.14563274	-35.19446255	1.0	4	Country or Area	Latin America and the Caribbean	[1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	1999	2015	17	1	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	44	Bahamas	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-78.05111663	24.69546597	1.0	4	Country or Area	Latin America and the Caribbean	[2010]	2010	2010	1	0	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	68	Bolivia (Plurinational State of)	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-64.66224284	-16.71273412	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016]	2000	2016	16	2	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	28	Antigua and Barbuda	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-61.7999755	17.07761471	1.0	4	Country or Area	Latin America and the Caribbean	[2007, 2008, 2009, 2010, 2011, 2012, 2014, 2015]	2007	2015	8	1	5
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	170	Colombia	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-73.07446751	3.888209046	1.0	4	Country or Area	Latin America and the Caribbean	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	10	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	152	Chile	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-71.23029019	-35.2652885	1.0	4	Country or Area	Latin America and the Caribbean	[2013, 2014, 2015]	2013	2015	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	84	Belize	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-88.70199554	17.19965901	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	10	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	662	Saint Lucia	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-60.96529553	13.89405601	1.0	4	Country or Area	Latin America and the Caribbean	[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2007	2015	9	1	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	670	Saint Vincent and the Grenadines	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-61.19024321	13.24627968	1.0	4	Country or Area	Latin America and the Caribbean	[2008, 2009, 2013]	2008	2013	3	0	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	604	Peru	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-71.82093277	-13.58939705	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	10	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	591	Panama	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-81.26616623	8.450965746	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2007, 2008, 2010, 2011, 2013, 2014, 2015]	2006	2015	8	1	5
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	600	Paraguay	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-60.54854225	-21.70216237	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2007, 2009, 2010, 2011, 2012]	2005	2012	6	0	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	630	Puerto Rico	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-66.47591017	18.22753799		4	Country or Area	Latin America and the Caribbean	[2009, 2010, 2011, 2012, 2013, 2014, 2015]	2009	2015	7	1	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	858	Uruguay	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-56.01387025	-32.8002838	1.0	4	Country or Area	Latin America and the Caribbean	[2005, 2006, 2007, 2008, 2010, 2013, 2014]	2005	2014	7	0	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	862	Venezuela (Bolivarian Republic of)	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-66.15642084	7.121324748	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	11	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	740	Suriname	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-55.90626394	4.132603197	1.0	4	Country or Area	Latin America and the Caribbean	[2009, 2011, 2013, 2014, 2015, 2016]	2009	2016	6	2	5
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	533	Aruba	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-69.97050586	12.50878756		4	Country or Area	Latin America and the Caribbean	[2006, 2007, 2009, 2010, 2013, 2014]	2006	2014	6	0	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	558	Nicaragua	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-85.03060315	12.84210839	1.0	4	Country or Area	Latin America and the Caribbean	[2006, 2007, 2008, 2010]	2006	2010	4	0	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	484	Mexico	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-102.5148166	23.93378032	1.0	4	Country or Area	Latin America and the Caribbean	[2013, 2014, 2015]	2013	2015	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	268	Georgia	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2008	2016	9	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	376	Israel	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[2013, 2014, 2015]	2013	2015	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	275	State of Palestine	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	35.25694122	31.94347933		4	Country or Area	Northern Africa and Western Asia	[2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	9	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	48	Bahrain	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	50.5490754	26.04407747	1.0	4	Country or Area	Northern Africa and Western Asia	[2013, 2016]	2013	2016	2	1	2
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	51	Armenia	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	44.93839317	40.29499741	1.0	4	Country or Area	Northern Africa and Western Asia	[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2014, 2015]	2004	2015	10	1	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	12	Algeria	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	2.678164227	28.15940032	1.0	4	Country or Area	Northern Africa and Western Asia	[2014, 2015, 2016]	2014	2016	3	2	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	729	Sudan	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	29.95650159	16.02643066	1.0	4	Country or Area	Northern Africa and Western Asia	[2010, 2012, 2013, 2015]	2010	2015	4	1	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	634	Qatar	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	51.19152467	25.28355379	1.0	4	Country or Area	Northern Africa and Western Asia	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2008	2016	9	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	818	Egypt	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	29.77468534	26.57438204	1.0	4	Country or Area	Northern Africa and Western Asia	[2013, 2014, 2016]	2013	2016	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	887	Yemen	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	45.22389143	15.22242099	1.0	4	Country or Area	Northern Africa and Western Asia	[2005, 2011, 2013, 2016]	2005	2016	4	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	760	Syrian Arab Republic	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	38.50466565	35.01676176	1.0	4	Country or Area	Northern Africa and Western Asia	[2007, 2008, 2009, 2010, 2012, 2013]	2007	2013	6	0	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	784	United Arab Emirates	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	53.98279159	23.43322219	1.0	4	Country or Area	Northern Africa and Western Asia	[2006, 2007, 2011, 2012, 2013, 2014, 2015, 2016]	2006	2016	8	2	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	788	Tunisia	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	9.572737411	34.11439971	1.0	4	Country or Area	Northern Africa and Western Asia	[2008, 2010, 2013]	2008	2013	3	0	2
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	792	Turkey	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	35.42890329	38.9899684	1.0	4	Country or Area	Northern Africa and Western Asia	[2013, 2014]	2013	2014	2	0	2
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	400	Jordan	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2006, 2008, 2013, 2014, 2015, 2016]	2006	2016	6	2	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	422	Lebanon	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	35.89391711	33.92152458	1.0	4	Country or Area	Northern Africa and Western Asia	[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015]	2008	2015	8	1	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	512	Oman	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	57.87743482	21.98805614	1.0	4	Country or Area	Northern Africa and Western Asia	[2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016]	2007	2016	9	2	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	504	Morocco	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-6.281942841	31.8440131	1.0	4	Country or Area	Northern Africa and Western Asia	[2010, 2011, 2013, 2014, 2015, 2016]	2010	2016	6	2	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	242	Fiji	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	177.9660884	-17.83301566	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2013, 2015]	2013	2015	2	1	2
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	296	Kiribati	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2015]	2015	2015	1	1	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	90	Solomon Islands	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	160.1584117	-9.622391719	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2015, 2016]	2015	2016	2	2	2
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	882	Samoa	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-172.4430749	-13.61541469	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2009, 2010, 2014, 2015, 2016]	2009	2016	5	2	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	548	Vanuatu	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	167.0679779	-15.34445547	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2010]	2010	2010	1	0	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	583	Micronesia (Federated States of)	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	158.225216	6.880670092	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2015]	2015	2015	1	1	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	584	Marshall Islands	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	171.0839119	7.110213497	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2012]	2012	2012	1	0	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	226	Equatorial Guinea	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	10.46535826	1.565792376	1.0	4	Country or Area	Sub-Saharan Africa	[2015]	2015	2015	1	1	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	231	Ethiopia	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2008, 2009, 2010, 2012, 2014, 2015]	2008	2015	6	1	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	232	Eritrea	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	38.11074289	16.12894644	1.0	4	Country or Area	Sub-Saharan Africa	[2006, 2007, 2009, 2011, 2015, 2016]	2006	2016	6	2	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	262	Djibouti	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	42.18274707	11.56004161	1.0	4	Country or Area	Sub-Saharan Africa	[2006, 2009, 2012, 2014, 2015, 2016, 2017]	2006	2017	7	3	5
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	204	Benin	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	2.339933594	9.65401646	1.0	4	Country or Area	Sub-Saharan Africa	[2011, 2013, 2015]	2011	2015	3	1	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	384	Côte d'Ivoire	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[2013, 2014, 2015, 2016]	2013	2016	4	2	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	288	Ghana	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[2008, 2012, 2013, 2014, 2015, 2016, 2017]	2008	2017	7	3	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	270	Gambia	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[2014, 2015, 2016, 2017]	2014	2017	4	3	4
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	324	Guinea	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[2012, 2013, 2014]	2012	2014	3	0	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	72	Botswana	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	23.81380223	-22.18810073	1.0	4	Country or Area	Sub-Saharan Africa	[2006, 2007, 2008, 2013, 2014]	2006	2014	5	0	2
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	24	Angola	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	17.57817062	-12.33724746	1.0	4	Country or Area	Sub-Saharan Africa	[2008, 2009, 2010, 2011]	2008	2011	4	0	2
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	132	Cabo Verde	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-23.63544151	15.07791834	1.0	4	Country or Area	Sub-Saharan Africa	[2010, 2011, 2012, 2013, 2014, 2015, 2016]	2010	2016	7	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	140	Central African Republic	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	20.93559492	7.003720791	1.0	4	Country or Area	Sub-Saharan Africa	[2012]	2012	2012	1	0	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	120	Cameroon	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	12.7419827	5.692387031	1.0	4	Country or Area	Sub-Saharan Africa	[2012, 2013, 2014, 2015, 2016]	2012	2016	5	2	5
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	148	Chad	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	18.66618401	15.36279341	1.0	4	Country or Area	Sub-Saharan Africa	[2006, 2010, 2011, 2013]	2006	2013	4	0	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	108	Burundi	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	29.89080992	-3.366387428	1.0	4	Country or Area	Sub-Saharan Africa	[2009, 2011, 2012, 2013, 2014, 2015, 2016]	2009	2016	7	2	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	678	Sao Tome and Principe	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	6.609772265	0.241554875	1.0	4	Country or Area	Sub-Saharan Africa	[2014, 2015, 2016]	2014	2016	3	2	3
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	686	Senegal	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	-14.46636926	14.35920905	1.0	4	Country or Area	Sub-Saharan Africa	[2011, 2012, 2013, 2014, 2015, 2016]	2011	2016	6	2	6
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	646	Rwanda	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	29.92310194	-1.999842114	1.0	4	Country or Area	Sub-Saharan Africa	[2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016]	2009	2016	8	2	7
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	710	South Africa	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	24.67184355	-29.99957544	1.0	4	Country or Area	Sub-Saharan Africa	[2009, 2015]	2009	2015	2	1	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	716	Zimbabwe	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	29.86909584	-19.00075492	1.0	4	Country or Area	Sub-Saharan Africa	[2013]	2013	2013	1	0	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	728	South Sudan	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	30.32618773	7.290839152	1.0	4	Country or Area	Sub-Saharan Africa	[2015]	2015	2015	1	1	1
II.10	d2dc1714	Gross graduation ratio from lower secondary education, by sex	d2dc1714	Gross graduation ratio from lower secondary education, by sex (retired)	690	Seychelles	M	Male	ISCED11_2	Lower secondary education	SEX__EDUCATION_LEV	M__ISCED11_2	Male, lower secondary education	55.46561591	-4.678053059	1.0	4	Country or Area	Sub-Saharan Africa	[2011, 2014, 2015, 2016]	2011	2016	4	2	4
