REF_AREA,REF_AREA_DESC,ISO3,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,TIME_PERIOD,INDICATOR_LABEL_100,INDICATOR_ID_100,INDICATOR_DESC_100,MINSET_SERIES_100,MINSET_SERIES_DESC_100,X,Y,OBS_VALUE__100__F__Y_GE10___T,OBS_VALUE__100__M__Y_GE10___T,OBS_VALUE__100__F__Y_GE65___T,OBS_VALUE__100__M__Y_GE65___T,OBS_VALUE__100__F__Y_GE10__R,OBS_VALUE__100__M__Y_GE10__R,OBS_VALUE__100__F__Y_GE65__R,OBS_VALUE__100__M__Y_GE65__R,OBS_VALUE__100__F__Y_GE10__U,OBS_VALUE__100__M__Y_GE10__U,OBS_VALUE__100__F__Y_GE65__U,OBS_VALUE__100__M__Y_GE65__U,OBS_VALUE__100__F__Y_GE12___T,OBS_VALUE__100__M__Y_GE12___T,OBS_VALUE__100__F__Y15T24___T,OBS_VALUE__100__M__Y15T24___T,OBS_VALUE__100__F__Y_GE12__R,OBS_VALUE__100__M__Y_GE12__R,OBS_VALUE__100__F__Y_GE12__U,OBS_VALUE__100__M__Y_GE12__U,OBS_VALUE__100__F__Y_GE15___T,OBS_VALUE__100__M__Y_GE15___T,OBS_VALUE__100__F__Y25T44___T,OBS_VALUE__100__M__Y25T44___T,OBS_VALUE__100__F__Y45T54___T,OBS_VALUE__100__M__Y45T54___T,OBS_VALUE__100__F__Y55T64___T,OBS_VALUE__100__M__Y55T64___T,OBS_VALUE__100__F__Y_GE15__R,OBS_VALUE__100__M__Y_GE15__R,OBS_VALUE__100__F__Y15T24__R,OBS_VALUE__100__M__Y15T24__R,OBS_VALUE__100__F__Y25T44__R,OBS_VALUE__100__M__Y25T44__R,OBS_VALUE__100__F__Y45T54__R,OBS_VALUE__100__M__Y45T54__R,OBS_VALUE__100__F__Y55T64__R,OBS_VALUE__100__M__Y55T64__R,OBS_VALUE__100__F__Y_GE15__U,OBS_VALUE__100__M__Y_GE15__U,OBS_VALUE__100__F__Y15T24__U,OBS_VALUE__100__M__Y15T24__U,OBS_VALUE__100__F__Y25T44__U,OBS_VALUE__100__M__Y25T44__U,OBS_VALUE__100__F__Y45T54__U,OBS_VALUE__100__M__Y45T54__U,OBS_VALUE__100__F__Y55T64__U,OBS_VALUE__100__M__Y55T64__U,OBS_VALUE__100__F___T___T,OBS_VALUE__100__M___T___T,OBS_VALUE__100__F__Y20T74___T,OBS_VALUE__100__M__Y20T74___T,OBS_VALUE__100__F__Y15T64___T,OBS_VALUE__100__M__Y15T64___T,OBS_VALUE__100__F__Y12T24___T,OBS_VALUE__100__M__Y12T24___T,OBS_VALUE__100__F__Y25T34___T,OBS_VALUE__100__M__Y25T34___T,OBS_VALUE__100__F__Y35T44___T,OBS_VALUE__100__M__Y35T44___T,OBS_VALUE__100__F__Y65T74___T,OBS_VALUE__100__M__Y65T74___T,OBS_VALUE__100__F__Y75T84___T,OBS_VALUE__100__M__Y75T84___T,OBS_VALUE__100__F__Y_GE85___T,OBS_VALUE__100__M__Y_GE85___T,OBS_VALUE__100__F__Y_GE16___T,OBS_VALUE__100__M__Y_GE16___T,OBS_VALUE__100__F__Y45T64___T,OBS_VALUE__100__M__Y45T64___T,OBS_VALUE__100__F__Y_GE18___T,OBS_VALUE__100__M__Y_GE18___T,OBS_VALUE__100__F__Y06T65__R,OBS_VALUE__100__M__Y06T65__R,OBS_VALUE__100__F__Y06T65__U,OBS_VALUE__100__M__Y06T65__U,OBS_VALUE__100__F__Y15T49__R,OBS_VALUE__100__M__Y15T49__R,OBS_VALUE__100__F__Y15T49__U,OBS_VALUE__100__M__Y15T49__U,OBS_VALUE__100__F__Y12T14___T,OBS_VALUE__100__M__Y12T14___T,OBS_VALUE__100__F__Y12T14__R,OBS_VALUE__100__M__Y12T14__R,OBS_VALUE__100__F__Y12T14__U,OBS_VALUE__100__M__Y12T14__U,OBS_VALUE__100__F__Y10T14___T,OBS_VALUE__100__M__Y10T14___T,OBS_VALUE__100__F__Y45T64__R,OBS_VALUE__100__M__Y45T64__R,OBS_VALUE__100__F__Y45T64__U,OBS_VALUE__100__M__Y45T64__U,OBS_VALUE__100__F__Y_GE20___T,OBS_VALUE__100__M__Y_GE20___T,OBS_VALUE__100__F__Y20T24___T,OBS_VALUE__100__M__Y20T24___T,OBS_VALUE__100__F__Y20T64___T,OBS_VALUE__100__M__Y20T64___T,OBS_VALUE__100__F__Y_GE06___T,OBS_VALUE__100__M__Y_GE06___T,OBS_VALUE__100__F__Y_GE05___T,OBS_VALUE__100__M__Y_GE05___T,OBS_VALUE__100__F__Y_GE14___T,OBS_VALUE__100__M__Y_GE14___T,OBS_VALUE__400__F__Y_GE15__R,OBS_VALUE__400__M__Y_GE15__R,OBS_VALUE__400__F__Y_GE10__R,OBS_VALUE__400__M__Y_GE10__R,OBS_VALUE__400__F__Y_GE65__R,OBS_VALUE__400__M__Y_GE65__R,OBS_VALUE__400__F__Y15T24__R,OBS_VALUE__400__M__Y15T24__R,OBS_VALUE__400__F__Y25T44__R,OBS_VALUE__400__M__Y25T44__R,OBS_VALUE__400__F__Y45T54__R,OBS_VALUE__400__M__Y45T54__R,OBS_VALUE__400__F__Y55T64__R,OBS_VALUE__400__M__Y55T64__R,OBS_VALUE__400__F__Y15T49__R,OBS_VALUE__400__M__Y15T49__R,OBS_VALUE__400__F___T__R,OBS_VALUE__400__M___T__R,OBS_VALUE__400__F__Y_GE12__R,OBS_VALUE__400__M__Y_GE12__R,OBS_VALUE__400__F__Y_GE15__U,OBS_VALUE__400__M__Y_GE15__U,OBS_VALUE__400__F__Y_GE10__U,OBS_VALUE__400__M__Y_GE10__U,OBS_VALUE__400__F__Y_GE65__U,OBS_VALUE__400__M__Y_GE65__U,OBS_VALUE__400__F__Y15T24__U,OBS_VALUE__400__M__Y15T24__U,OBS_VALUE__400__F__Y25T44__U,OBS_VALUE__400__M__Y25T44__U,OBS_VALUE__400__F__Y45T54__U,OBS_VALUE__400__M__Y45T54__U,OBS_VALUE__400__F__Y55T64__U,OBS_VALUE__400__M__Y55T64__U,OBS_VALUE__400__F__Y15T49__U,OBS_VALUE__400__M__Y15T49__U,OBS_VALUE__400__F___T__U,OBS_VALUE__400__M___T__U,OBS_VALUE__400__F__Y_GE12__U,OBS_VALUE__400__M__Y_GE12__U,OBS_VALUE__400__F__Y_GE15___T,OBS_VALUE__400__M__Y_GE15___T,OBS_VALUE__400__F__Y20T74___T,OBS_VALUE__400__M__Y20T74___T,OBS_VALUE__400__F__Y_GE10___T,OBS_VALUE__400__M__Y_GE10___T,OBS_VALUE__400__F__Y_GE65___T,OBS_VALUE__400__M__Y_GE65___T,OBS_VALUE__400__F__Y_GE12___T,OBS_VALUE__400__M__Y_GE12___T,OBS_VALUE__400__F__Y15T24___T,OBS_VALUE__400__M__Y15T24___T,OBS_VALUE__400__F__Y25T44___T,OBS_VALUE__400__M__Y25T44___T,OBS_VALUE__400__F__Y45T54___T,OBS_VALUE__400__M__Y45T54___T,OBS_VALUE__400__F__Y55T64___T,OBS_VALUE__400__M__Y55T64___T,OBS_VALUE__400__F__Y_GE18___T,OBS_VALUE__400__M__Y_GE18___T,OBS_VALUE__400__F__Y_GE05___T,OBS_VALUE__400__M__Y_GE05___T,OBS_VALUE__400__F__Y15T64___T,OBS_VALUE__400__M__Y15T64___T,OBS_VALUE__400__F___T___T,OBS_VALUE__400__M___T___T,OBS_VALUE__400__F__Y_GE14___T,OBS_VALUE__400__M__Y_GE14___T,OBS_VALUE__400__F__Y20T64___T,OBS_VALUE__400__M__Y20T64___T,OBS_VALUE__400__F__Y_GE16___T,OBS_VALUE__400__M__Y_GE16___T,OBS_VALUE__400__F__Y45T64___T,OBS_VALUE__400__M__Y45T64___T,OBS_VALUE__400__F__Y_GE06___T,OBS_VALUE__400__M__Y_GE06___T
484,Mexico,MEX,Latin America and the Caribbean,G,Global,2009,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-102.5148166,23.93378032,,,4.8254304,2.2383816,,,5.330858399999999,2.0940696,,,4.6976328,2.2920336000000003,7.095155999999999,2.4136992,5.459623199999999,1.9424352,7.9504656,2.100168,6.8759352,2.4976344,7.449794400000001,2.4922728000000003,9.4422816,2.9535192,7.6004088,2.5394256,6.717146399999999,2.3408568,8.4656016,2.1794928,6.4819584,1.659216,10.914732,2.671428,8.090198399999998,2.0436624,7.340385599999999,2.0081328,7.1953728,2.574168,5.1817584,2.015616,9.0714864,3.0240024,7.491549600000001,2.6589672,6.572064,2.4265440000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,8.68,,,,,5.75,5.7,9.86,8.17,7.65,6.21,13.21,10.62,11.22,9.98,9.28,8.66,,,,,,,,,,,,,,,,,,
484,Mexico,MEX,Latin America and the Caribbean,G,Global,2014,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-102.5148166,23.93378032,,,4.7586432,2.3023584,,,5.0151816,1.7946912,,,4.679928,2.5207488,6.737464800000001,2.2669392,5.3667192,1.8970464,7.452708,1.9591416,6.5383944,2.356644,7.0852776,2.3435880000000004,8.998514400000001,2.762436,6.952812,2.2548984,6.1967424,2.0491848000000004,7.9233408,2.0494128000000003,6.315129600000001,1.6946376,10.100140799999998,2.4447432,8.0878512,2.1555720000000003,6.6994968,1.7332056,6.857961599999999,2.4269472000000003,5.0817096,1.9561632,8.710104,2.844744,6.6788376,2.280888,6.0688128,2.1321048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.99,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Mongolia,MNG,Eastern and South-Eastern Asia,G,Global,2000,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",103.0728057,46.83892054,,,,,,,,,,,,,4.8139992000000005,2.1406656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.98,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Mongolia,MNG,Eastern and South-Eastern Asia,G,Global,2007,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",103.0728057,46.83892054,,,,,,,,,,,,,4.7500008000000005,1.9833336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.85,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Mongolia,MNG,Eastern and South-Eastern Asia,G,Global,2011,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",103.0728057,46.83892054,,,,,,,,,,,,,4.7666664,2.1833328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Mongolia,MNG,Eastern and South-Eastern Asia,G,Global,2015,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",103.0728057,46.83892054,,,4.0388328,2.0951664,,,3.6673344,1.7303328,,,4.2646656,2.3719992000000003,4.2333336,1.5333336,3.783,1.4011656,4.4666664,1.3000008,4.0333344,1.7833344,,,4.5581664,1.4563344,3.798,1.5803328,4.821832799999999,1.7931672,,,4.3118328,1.2160008,4.8316656,1.2866664,4.173165600000001,1.2826656,4.5658344,1.4568336,,,3.5163336,1.5730008,4.3011672,1.6538328000000002,3.4435008,1.9264992,5.0358336,2.1168336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.625,1.2735,3.0131664,1.0678343999999995,2.2406664000000003,1.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Republic of Moldova,MDA,Europe and Northern America,G,Global,2012,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",28.4650624,47.20236795,4.6701,2.6302992,5.1425688,3.8782368,5.2737432,3.0306744000000005,5.512780799999999,4.1911416,3.9989208,1.9685976,4.6235208,3.2640768,,,3.3697992,1.9009824,,,,,4.8332184,2.7054,5.383308,2.4672432,4.4689248,3.0821544,5.3396592,3.1696872,5.5575456,3.1341552000000004,4.1480808,2.3988648,6.304308,3.120744,5.0936256,3.2242512,6.148992,3.3104784,4.0785168,2.0364072,2.5637712,1.1552184,4.5477192,1.6413912,3.7760928,2.8031208,4.5227424,2.9278512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Morocco,MAR,Northern Africa and Western Asia,G,Global,2012,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-6.281942841,31.8440131,,,,,,,,,,,,,,,,,,,,,4.9999992,0.7166664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Armenia,ARM,Northern Africa and Western Asia,G,Global,2004,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",44.93839317,40.29499741,,,,,,,,,,,,,,,,,,,,,5.7666672,1.0999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Armenia,ARM,Northern Africa and Western Asia,G,Global,2008,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",44.93839317,40.29499741,,,4.9729992,1.6009992,,,5.536000799999999,1.8859992,,,4.6690008,1.4539992000000002,,,3.54,0.9040008,,,,,5.197999199999999,1.0489992,6.187000800000001,0.9619992,5.7310008,1.0069992,4.6870008,0.7750007999999999,5.941000799999999,1.4710008,4.5919992,1.5430008000000002,7.5109992,1.1959992,5.7559992,1.5580008,4.2190008,1.1629992000000002,4.875,0.8340000000000001,3.1480008,0.5260007999999999,5.6080008,0.8629992,5.7199992,0.6610007999999999,4.8580008,0.6169992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Oman,OMN,Northern Africa and Western Asia,G,Global,2000,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",57.87743482,21.98805614,,,,,,,,,,,,,,,,,,,,,4.9333344,1.7666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Oman,OMN,Northern Africa and Western Asia,G,Global,2008,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",57.87743482,21.98805614,,,,,,,,,,,,,,,3.5666664000000003,1.3999992,,,,,4.5333336,1.8,,,,,,,4.7666664,1.9000008,,,,,,,,,4.383333599999999,1.7333328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,5.7,,,,,,,,,,,,,,,,,,,6.1,6.52,,,,,,,,,,,,,,,,,,,6.07,6.2,,,,,,,,,4.52,3.22,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,NLD,Europe and Northern America,G,Global,2001,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",5.331480568,51.86728884,,,,,,,,,,,,,3.6,2.0333328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,NLD,Europe and Northern America,G,Global,2003,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",5.331480568,51.86728884,,,,,,,,,,,,,3.6333336,1.9333344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,NLD,Europe and Northern America,G,Global,2006,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",5.331480568,51.86728884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0666656,2.3500008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,NLD,Europe and Northern America,G,Global,2012,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",5.331480568,51.86728884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5333328,2.2166664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,New Zealand,NZL,Australia and New Zealand,G,Global,2010,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",170.4755673,-43.98721568,,,,,,,,,,,,,4.3333344,2.5333344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Belgium,BEL,Europe and Northern America,G,Global,2000,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",4.660976456,50.64104975,,,,,,,,,,,,,3.8500008,2.2166664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Belgium,BEL,Europe and Northern America,G,Global,2005,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",4.660976456,50.64104975,,,,,,,,,,,,,3.6,2.2166664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Belgium,BEL,Europe and Northern America,G,Global,2013,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",4.660976456,50.64104975,,,6.751500000000001,3.8199,,,,,,,,,3.8166672,2.4166656,1.4280000000000002,1.0416,,,,,0.5842008,0.4888008,2.7319008,1.8022992,2.6677008,1.5163008,3.6978,2.3467992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Norway,NOR,Europe and Northern America,G,Global,2001,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",11.47846389,61.34311134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9333336,2.6833344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92,7.25,,,,
578,Norway,NOR,Europe and Northern America,G,Global,2011,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",11.47846389,61.34311134,,,4.2829992,4.1329992,,,4.116,4.5160008,,,4.348999200000001,3.9829992,,,1.8829992,1.266,,,,,3.6739992,2.9599992,4.449000000000001,3.366,3.3629999999999995,2.4100008,3.9160008,3.0,4.066000799999999,2.568,1.8160008,1.5660000000000005,4.816000799999999,3.366,3.966,3.0160008,4.498999200000001,3.45,3.6490008,2.5399992,1.8820008,1.182,4.366000799999999,3.366,3.516,2.949,3.7159992,2.2930008,,,,,,,,,,,,,,,,,,,3.8333328,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85,7.17,,,,
586,Pakistan,PAK,Central and Southern Asia,G,Global,2007,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",68.80479684,29.36491634,4.7666664,0.4333344,,,4.9000008,0.4333344,,,4.5,0.4333344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Panama,PAN,Latin America and the Caribbean,G,Global,2011,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-81.26616623,8.450965746,,,4.1090952000000005,2.2084248,,,,,,,,,,,3.0423552000000003,1.3024416000000003,,,,,4.3083936000000005,1.8172416,4.7224464,1.8710736,4.584993600000001,1.9681728,4.7370672,2.141916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Paraguay,PRY,Latin America and the Caribbean,G,Global,2016,I.1,I98ba1fd8,"Average number of hours spent on unpaid domestic and care work, by sex, age and location",S997d1fdb,"Average number of hours spent on domestic chores and care work, by sex, age and location",-60.54854225,-21.70216237,,,2.2113984,0.8788007999999999,,,2.394768,,,,2.1175584,1.0168176,,,2.5884168,0.6894192000000001,,,,,3.4860048,1.0248984,4.3991664,1.2505008000000002,3.6720696,1.1787527999999998,3.5019768,1.0395504,3.7976904,0.9044784,3.1495296,0.5940719999999999,4.7173656,1.1449416,3.7778328,1.116132,3.5768424000000003,0.8444736,3.3098928,1.1020368,2.2758,0.7502639999999999,4.2241224,1.3123248,3.6080328,1.222392,3.4530936000000003,1.1887464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
