INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__CMFL,OBS_VALUE___T__COPA,OBS_VALUE___T__EPRS,OBS_VALUE___T__TRAF,OBS_VALUE___T__SOFT,OBS_VALUE___T__PCPR,OBS_VALUE___T__EMAIL,OBS_VALUE___T__INST,OBS_VALUE___T__ARSP,OBS_VALUE__F__PCPR,OBS_VALUE__F__COPA,OBS_VALUE__F__TRAF,OBS_VALUE__F__EPRS,OBS_VALUE__F__SOFT,OBS_VALUE__F__ARSP,OBS_VALUE__F__INST,OBS_VALUE__F__CMFL,OBS_VALUE__F__EMAIL,OBS_VALUE__M__PCPR,OBS_VALUE__M__SOFT,OBS_VALUE__M__EPRS,OBS_VALUE__M__COPA,OBS_VALUE__M__TRAF,OBS_VALUE__M__EMAIL,OBS_VALUE__M__INST,OBS_VALUE__M__CMFL,OBS_VALUE__M__ARSP,TIME_DETAIL___T__CMFL,TIME_DETAIL___T__COPA,TIME_DETAIL___T__EPRS,TIME_DETAIL___T__TRAF,TIME_DETAIL___T__SOFT,TIME_DETAIL___T__PCPR,TIME_DETAIL___T__EMAIL,TIME_DETAIL___T__INST,TIME_DETAIL___T__ARSP,TIME_DETAIL__F__PCPR,TIME_DETAIL__F__COPA,TIME_DETAIL__F__TRAF,TIME_DETAIL__F__EPRS,TIME_DETAIL__F__SOFT,TIME_DETAIL__F__ARSP,TIME_DETAIL__F__INST,TIME_DETAIL__F__CMFL,TIME_DETAIL__F__EMAIL,TIME_DETAIL__M__PCPR,TIME_DETAIL__M__SOFT,TIME_DETAIL__M__EPRS,TIME_DETAIL__M__COPA,TIME_DETAIL__M__TRAF,TIME_DETAIL__M__EMAIL,TIME_DETAIL__M__INST,TIME_DETAIL__M__CMFL,TIME_DETAIL__M__ARSP,NATURE___T__CMFL,NATURE___T__COPA,NATURE___T__EPRS,NATURE___T__TRAF,NATURE___T__SOFT,NATURE___T__PCPR,NATURE___T__EMAIL,NATURE___T__INST,NATURE___T__ARSP,NATURE__F__PCPR,NATURE__F__COPA,NATURE__F__TRAF,NATURE__F__EPRS,NATURE__F__SOFT,NATURE__F__ARSP,NATURE__F__INST,NATURE__F__CMFL,NATURE__F__EMAIL,NATURE__M__PCPR,NATURE__M__SOFT,NATURE__M__EPRS,NATURE__M__COPA,NATURE__M__TRAF,NATURE__M__EMAIL,NATURE__M__INST,NATURE__M__CMFL,NATURE__M__ARSP,COMMENT_OBS___T__CMFL,COMMENT_OBS___T__COPA,COMMENT_OBS___T__EPRS,COMMENT_OBS___T__TRAF,COMMENT_OBS___T__SOFT,COMMENT_OBS___T__PCPR,COMMENT_OBS___T__EMAIL,COMMENT_OBS___T__INST,COMMENT_OBS___T__ARSP,COMMENT_OBS__F__PCPR,COMMENT_OBS__F__COPA,COMMENT_OBS__F__TRAF,COMMENT_OBS__F__EPRS,COMMENT_OBS__F__SOFT,COMMENT_OBS__F__ARSP,COMMENT_OBS__F__INST,COMMENT_OBS__F__CMFL,COMMENT_OBS__F__EMAIL,COMMENT_OBS__M__PCPR,COMMENT_OBS__M__SOFT,COMMENT_OBS__M__EPRS,COMMENT_OBS__M__COPA,COMMENT_OBS__M__TRAF,COMMENT_OBS__M__EMAIL,COMMENT_OBS__M__INST,COMMENT_OBS__M__CMFL,COMMENT_OBS__M__ARSP,isLatestValue___T__CMFL,isLatestValue___T__COPA,isLatestValue___T__EPRS,isLatestValue___T__TRAF,isLatestValue___T__SOFT,isLatestValue___T__PCPR,isLatestValue___T__EMAIL,isLatestValue___T__INST,isLatestValue___T__ARSP,isLatestValue__F__PCPR,isLatestValue__F__COPA,isLatestValue__F__TRAF,isLatestValue__F__EPRS,isLatestValue__F__SOFT,isLatestValue__F__ARSP,isLatestValue__F__INST,isLatestValue__F__CMFL,isLatestValue__F__EMAIL,isLatestValue__M__PCPR,isLatestValue__M__SOFT,isLatestValue__M__EPRS,isLatestValue__M__COPA,isLatestValue__M__TRAF,isLatestValue__M__EMAIL,isLatestValue__M__INST,isLatestValue__M__CMFL,isLatestValue__M__ARSP
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",702,Singapore,SGP,103.8107883,1.361009155,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,55.89966,54.46261,38.8053,45.71765,53.15575,7.13517,57.97511,35.92619,39.6515,,,,,,,,,,,,,,,,,,,2019,2019,2019,2019,2019,2019,2019,2019,2019,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",703,Slovakia,SVK,19.48495604,48.70741446,Europe and Northern America,G,Global,2021,PT,Percent,2014,70.14324,63.24494,24.58217,52.79144,,7.1435,69.47441,39.17949,48.85032,4.31899,65.54272,48.53321,21.99279,,49.97941,30.33802,73.00961,,10.07231,,27.39779,65.77798,59.81849,,50.07861,73.3113,49.97468,2014,2014,2014,2014,,2014,2014,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,C,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,,False,False,True,False,False,True,False,False,,False,True,False,,False,,False,True,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",703,Slovakia,SVK,19.48495604,48.70741446,Europe and Northern America,G,Global,2021,PT,Percent,2015,58.70846,,31.05111,56.20776,23.118,2.61975,66.95488,,35.11051,1.05449,,53.0236,30.57381,16.50852,34.53521,,57.9745,,4.22432,30.04549,31.65262,,60.6316,,,61.19382,36.1297,2015,,2015,2015,2015,2015,2015,,2015,2015,,2015,2015,2015,2015,,2015,,2015,2015,2015,,2015,,,2015,2015,C,,C,C,C,C,C,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,,False,False,,False,False,False,False,,False,,False,False,False,,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",703,Slovakia,SVK,19.48495604,48.70741446,Europe and Northern America,G,Global,2021,PT,Percent,2016,59.68417,,31.92795,57.37422,27.16436,3.11341,70.99879,,39.96698,1.35739,,53.84768,31.90448,20.46631,38.6843,,58.05228,,4.92231,34.26621,32.38272,,62.23052,,,62.69054,41.71992,2016,,2016,2016,2016,2016,2016,,2016,2016,,2016,2016,2016,2016,,2016,,2016,2016,2016,,2016,,,2016,2016,C,,C,C,C,C,C,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,,False,False,,False,False,True,True,,False,,False,True,False,,False,,,False,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",703,Slovakia,SVK,19.48495604,48.70741446,Europe and Northern America,G,Global,2021,PT,Percent,2017,63.63038,,37.50355,62.21354,30.04987,4.14039,71.45973,,41.6195,,,,,,,,,,,,,,,,,,,2017,,2017,2017,2017,2017,2017,,2017,,,,,,,,,,,,,,,,,,,C,,C,C,C,C,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,False,,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",703,Slovakia,SVK,19.48495604,48.70741446,Europe and Northern America,G,Global,2021,PT,Percent,2019,60.2596,,30.83566,61.91349,32.5752,3.69689,70.94572,,34.68274,2.2085,,60.5893,30.83073,,,,57.61877,70.06118,5.21488,,30.84066,,63.26402,71.84785,,62.953,,2019,,2019,2019,2019,2019,2019,,2019,2019,,2019,2019,,,,2019,2019,2019,,2019,,2019,2019,,2019,,C,,C,C,C,C,C,,C,C,,C,C,,,,C,C,C,,C,,C,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,True,True,,True,True,,True,True,,,,True,True,True,,True,,True,True,,True,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2014,58.58629,59.53625,36.47329,53.09694,,7.9432,,36.47329,48.19245,3.08669,58.86593,49.95709,34.55664,,47.73903,33.16385,57.56129,,12.66846,,38.33814,60.18846,56.15206,,52.46143,59.58359,48.63373,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2015,52.67545,,32.9858,48.82171,30.15697,4.1756,,,42.29918,2.0638,,48.04734,34.06562,24.86727,42.78679,,52.84975,,6.23139,35.30638,31.93461,,49.57555,,,52.50565,41.8245,2015,,2015,2015,2015,2015,,,2015,2015,,2015,2015,2015,2015,,2015,,2015,2015,2015,,2015,,,2015,2015,C,,C,C,C,C,,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,False,False,,False,False,False,False,,False,,False,False,False,,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2016,52.70499,,30.02404,48.79669,32.44978,5.43292,,,42.17273,,,,,,,,,,,,,,,,,,,2016,,2016,2016,2016,2016,,,2016,,,,,,,,,,,,,,,,,,,C,,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2017,57.31172,,33.36688,52.95669,,4.04973,69.00439,,,1.1847,,51.76513,,,,,59.18426,,6.82485,,,,54.11085,,,55.49794,,2017,,2017,2017,,2017,2017,,,2017,,2017,,,,,2017,,2017,,,,2017,,,2017,,C,,C,C,,C,C,,,C,,C,,,,,C,,C,,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,,True,False,,,True,,False,,,,,True,,True,,,,False,,,True,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2018,,,,,,,70.01461,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2019,59.51424,59.51424,33.3773,54.52968,31.24246,,,,44.40698,,58.40282,53.30484,36.32203,24.01339,45.14508,,,,,38.16391,30.55788,60.57824,55.7024,,,,43.70041,2019,2019,2019,2019,2019,,,,2019,,2019,2019,2019,2019,2019,,,,,2019,2019,2019,2019,,,,2019,C,C,C,C,C,,,,C,,C,C,C,C,C,,,,,C,C,C,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,,,,True,,True,True,True,True,True,,,,,True,True,True,True,,,,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,5.12423,3.52469,1.72208,3.1757,1.80483,0.572,4.25886,1.66856,1.82894,0.41763,2.67262,2.29541,1.25036,1.22841,1.40697,1.17201,3.85946,3.29341,0.73966,2.43081,2.23437,4.45003,4.13169,5.30734,2.20781,6.49777,2.28719,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,,,,,,,,,,1.02978,9.07277,9.06756,3.84358,6.24913,3.79272,5.2456,9.25444,6.28442,2.49685,13.78707,7.14949,16.18233,17.95548,10.52487,11.52011,17.71145,8.04107,,,,,,,,,,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",72,Botswana,BWA,23.81380223,-22.18810073,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,34.00845,31.27148,11.62193,23.62411,,4.76648,19.92206,19.2492,19.65811,3.89465,29.0541,20.23689,9.23093,,18.51966,16.44127,31.5705,17.76627,5.86524,,14.63525,34.066,27.89313,22.63896,22.78798,37.08096,21.09288,2014,2014,2014,2014,,2014,2014,2014,2014,2014,2014,2014,2014,,2014,2014,2014,2014,2014,,2014,2014,2014,2014,2014,2014,2014,C,C,C,C,,C,C,C,C,C,C,C,C,,C,C,C,C,C,,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2014,62.91138,63.02567,39.60145,56.63626,,14.22456,,51.17906,42.41969,10.844,61.2868,52.9551,37.9308,,39.8007,45.8902,60.6392,,17.6355,,41.2871,64.7806,60.3504,,56.5154,65.204,45.0622,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,False,False,False,False,,False,True,False,,False,,False,False,False,,True,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2015,57.08526,52.3737,39.21921,53.25091,45.45859,6.01916,,,37.8526,3.4584,49.6979,50.3176,37.3673,40.0056,33.8297,,53.7403,,8.6054,50.9659,41.0895,55.0761,56.2135,,,60.4635,41.9156,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,False,,,False,False,True,False,False,False,False,,False,,False,False,False,True,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2016,56.0185,,37.68173,53.4303,51.88713,6.38231,,,,3.92921,,49.57205,35.41537,46.75,,,52.4726,,8.86563,57.08749,39.976,,57.33605,,,59.60806,,2016,,2016,2016,2016,2016,,,,2016,,2016,2016,2016,,,2016,,2016,2016,2016,,2016,,,2016,,C,,C,C,C,C,,,,C,,C,C,C,,,C,,C,C,C,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,,False,,False,False,False,,,False,,False,False,False,,False,,,False,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2017,57.04113,,38.99425,57.04113,52.97146,5.92351,,,35.81943,,,,,,,,,,,,,,,,,,,2017,,2017,2017,2017,2017,,,2017,,,,,,,,,,,,,,,,,,,C,,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2019,59.17047,,40.632,54.67742,58.44636,6.84801,,,38.2198,4.62089,,52.32954,48.93561,55.28956,35.58935,,56.54462,,9.1109,61.65387,50.42612,,57.06302,,,61.83851,40.89251,2019,,2019,2019,2019,2019,,,2019,2019,,2019,2019,2019,2019,,2019,,2019,2019,2019,,2019,,,2019,2019,C,,C,C,C,C,,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,True,True,,,True,True,,True,True,True,True,,True,,True,True,True,,True,,,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",729,Sudan,SDN,29.95650159,16.02643066,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2016,4.309,3.6146,1.891,2.914,2.3622,1.5996,2.4428,2.8272,1.7732,,,,,,,,,,,,,,,,,,,2016,2016,2016,2016,2016,2016,2016,2016,2016,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",740,Suriname,SUR,-55.90626394,4.132603197,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,,,,,,,,,,4.99918,27.75262,16.99802,13.88639,12.93314,15.32706,11.3831,25.02526,23.89405,4.61057,17.50682,13.25131,27.69086,18.7124,25.36344,15.33643,24.05267,14.63133,,,,,,,,,,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,age 15-49,,,,,,,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,G,Global,2021,PT,Percent,2014,66.4069,76.63919,56.2653,78.69239,,22.4921,,63.72231,56.62879,13.35449,77.31129,74.64199,53.7669,,50.0547,49.93631,61.966,,31.4129,,58.70451,75.98299,82.64679,,77.18131,70.74261,63.04681,2014,2014,2014,2014,,2014,,2014,2014,2014,2014,2014,2014,,2014,2014,2014,,2014,,2014,2014,2014,,2014,2014,2014,C,C,C,C,,C,,C,C,C,C,C,C,,C,C,C,,C,,C,C,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,False,False,False,False,False,False,,False,False,False,,False,,False,False,False,,False,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,G,Global,2021,PT,Percent,2015,54.3489,68.3597,34.15559,63.0812,67.9869,10.3769,,,44.73261,4.99641,67.91559,59.0742,34.00959,65.15191,39.9619,,49.88551,,15.6205,70.74981,34.298,68.79261,66.9862,,,58.69861,49.38179,2015,2015,2015,2015,2015,2015,,,2015,2015,2015,2015,2015,2015,2015,,2015,,2015,2015,2015,2015,2015,,,2015,2015,C,C,C,C,C,C,,,C,C,C,C,C,C,C,,C,,C,C,C,C,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,True,False,False,True,False,,False,,False,True,False,True,False,,,False,False
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,G,Global,2021,PT,Percent,2016,53.66601,60.1072,32.96535,57.60066,65.14964,9.27828,,,42.77328,,,,,,,,,,,,,,,,,,,2016,2016,2016,2016,2016,2016,,,2016,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,True,False,,,False,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,G,Global,2021,PT,Percent,2017,55.92895,63.90178,43.73591,47.37698,,10.44144,,67.14592,46.03195,4.4752,,41.17181,40.27677,,39.38173,64.44283,50.1222,,16.31894,,47.1436,,53.48986,,69.8088,61.64933,52.58325,2017,2017,2017,2017,,2017,,2017,2017,2017,,2017,2017,,2017,2017,2017,,2017,,2017,,2017,,2017,2017,2017,C,C,C,C,,C,,C,C,C,,C,C,,C,C,C,,C,,C,,C,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,False,,True,False,True,,True,True,,True,True,True,,True,,True,,True,,True,True,True
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,G,Global,2021,PT,Percent,2019,55.79176,63.66826,43.50045,48.89538,,10.8561,,,46.14517,,,,,,,,,,,,,,,,,,,2019,2019,2019,2019,,2019,,,2019,,,,,,,,,,,,,,,,,,,C,C,C,C,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,True,,,True,,,,,,,,,,,,,,,,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,G,Global,2021,PT,Percent,2014,,,,,47.87987,6.88935,73.90774,,,,,,,,,,,70.29267,12.25295,,,,,77.65956,,,,,,,,2014,2014,2014,,,,,,,,,,,2014,2014,,,,,2014,,,,,,,,C,C,C,,,,,,,,,,,C,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,,,,,,,,,,True,False,,,,,True,,,
II.10,Ib6932825,"Proportion of youth and adults with information and communications technology (ICT) skills, by type of skill",S01912ae8,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,G,Global,2021,PT,Percent,2017,61.71425,,49.32956,57.7059,62.18571,9.31738,,,56.99843,4.82064,,53.48253,47.63737,57.70811,51.45149,,58.33636,,13.91783,66.76658,51.06075,,62.02667,,,65.17004,62.6733,2017,,2017,2017,2017,2017,,,2017,2017,,2017,2017,2017,2017,,2017,,2017,2017,2017,,2017,,,2017,2017,C,,C,C,C,C,,,C,C,,C,C,C,C,,C,,C,C,C,,C,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,False,,,False,False,,False,False,False,False,,True,,False,False,False,,False,,,True,False
