INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y15T49__PHY+SEX,OBS_VALUE__F__Y30T34__PHY+SEX,OBS_VALUE__F__Y35T39__PHY+SEX,OBS_VALUE__F__Y40T44__PHY+SEX,OBS_VALUE__F__Y20T24__PHY+SEX,OBS_VALUE__F__Y45T49__PHY+SEX,OBS_VALUE__F__Y15T19__PHY+SEX,OBS_VALUE__F__Y25T29__PHY+SEX,OBS_VALUE__F__Y18T24__PHY+SEX,OBS_VALUE__F__Y15T24__PHY+SEX,OBS_VALUE__F__Y30T39__PHY+SEX,OBS_VALUE__F__Y20T29__PHY+SEX,OBS_VALUE__F__Y40T49__PHY+SEX,OBS_VALUE__F__Y18T49__PHY+SEX,OBS_VALUE__F__Y18T19__PHY+SEX,OBS_VALUE__F__Y25T34__PHY+SEX,OBS_VALUE__F__Y45T59__PHY+SEX,OBS_VALUE__F__Y30T35__PHY+SEX,OBS_VALUE__F__Y35T44__PHY+SEX,OBS_VALUE__F__Y15T44__PHY+SEX,OBS_VALUE__F__Y18T50__PHY+SEX,TIME_DETAIL__F__Y15T49__PHY+SEX,TIME_DETAIL__F__Y30T34__PHY+SEX,TIME_DETAIL__F__Y35T39__PHY+SEX,TIME_DETAIL__F__Y40T44__PHY+SEX,TIME_DETAIL__F__Y20T24__PHY+SEX,TIME_DETAIL__F__Y45T49__PHY+SEX,TIME_DETAIL__F__Y15T19__PHY+SEX,TIME_DETAIL__F__Y25T29__PHY+SEX,TIME_DETAIL__F__Y18T24__PHY+SEX,TIME_DETAIL__F__Y15T24__PHY+SEX,TIME_DETAIL__F__Y30T39__PHY+SEX,TIME_DETAIL__F__Y20T29__PHY+SEX,TIME_DETAIL__F__Y40T49__PHY+SEX,TIME_DETAIL__F__Y18T49__PHY+SEX,TIME_DETAIL__F__Y18T19__PHY+SEX,TIME_DETAIL__F__Y25T34__PHY+SEX,TIME_DETAIL__F__Y45T59__PHY+SEX,TIME_DETAIL__F__Y30T35__PHY+SEX,TIME_DETAIL__F__Y35T44__PHY+SEX,TIME_DETAIL__F__Y15T44__PHY+SEX,TIME_DETAIL__F__Y18T50__PHY+SEX,NATURE__F__Y15T49__PHY+SEX,NATURE__F__Y30T34__PHY+SEX,NATURE__F__Y35T39__PHY+SEX,NATURE__F__Y40T44__PHY+SEX,NATURE__F__Y20T24__PHY+SEX,NATURE__F__Y45T49__PHY+SEX,NATURE__F__Y15T19__PHY+SEX,NATURE__F__Y25T29__PHY+SEX,NATURE__F__Y18T24__PHY+SEX,NATURE__F__Y15T24__PHY+SEX,NATURE__F__Y30T39__PHY+SEX,NATURE__F__Y20T29__PHY+SEX,NATURE__F__Y40T49__PHY+SEX,NATURE__F__Y18T49__PHY+SEX,NATURE__F__Y18T19__PHY+SEX,NATURE__F__Y25T34__PHY+SEX,NATURE__F__Y45T59__PHY+SEX,NATURE__F__Y30T35__PHY+SEX,NATURE__F__Y35T44__PHY+SEX,NATURE__F__Y15T44__PHY+SEX,NATURE__F__Y18T50__PHY+SEX,COMMENT_OBS__F__Y15T49__PHY+SEX,COMMENT_OBS__F__Y30T34__PHY+SEX,COMMENT_OBS__F__Y35T39__PHY+SEX,COMMENT_OBS__F__Y40T44__PHY+SEX,COMMENT_OBS__F__Y20T24__PHY+SEX,COMMENT_OBS__F__Y45T49__PHY+SEX,COMMENT_OBS__F__Y15T19__PHY+SEX,COMMENT_OBS__F__Y25T29__PHY+SEX,COMMENT_OBS__F__Y18T24__PHY+SEX,COMMENT_OBS__F__Y15T24__PHY+SEX,COMMENT_OBS__F__Y30T39__PHY+SEX,COMMENT_OBS__F__Y20T29__PHY+SEX,COMMENT_OBS__F__Y40T49__PHY+SEX,COMMENT_OBS__F__Y18T49__PHY+SEX,COMMENT_OBS__F__Y18T19__PHY+SEX,COMMENT_OBS__F__Y25T34__PHY+SEX,COMMENT_OBS__F__Y45T59__PHY+SEX,COMMENT_OBS__F__Y30T35__PHY+SEX,COMMENT_OBS__F__Y35T44__PHY+SEX,COMMENT_OBS__F__Y15T44__PHY+SEX,COMMENT_OBS__F__Y18T50__PHY+SEX,isLatestValue__F__Y15T49__PHY+SEX,isLatestValue__F__Y30T34__PHY+SEX,isLatestValue__F__Y35T39__PHY+SEX,isLatestValue__F__Y40T44__PHY+SEX,isLatestValue__F__Y20T24__PHY+SEX,isLatestValue__F__Y45T49__PHY+SEX,isLatestValue__F__Y15T19__PHY+SEX,isLatestValue__F__Y25T29__PHY+SEX,isLatestValue__F__Y18T24__PHY+SEX,isLatestValue__F__Y15T24__PHY+SEX,isLatestValue__F__Y30T39__PHY+SEX,isLatestValue__F__Y20T29__PHY+SEX,isLatestValue__F__Y40T49__PHY+SEX,isLatestValue__F__Y18T49__PHY+SEX,isLatestValue__F__Y18T19__PHY+SEX,isLatestValue__F__Y25T34__PHY+SEX,isLatestValue__F__Y45T59__PHY+SEX,isLatestValue__F__Y30T35__PHY+SEX,isLatestValue__F__Y35T44__PHY+SEX,isLatestValue__F__Y15T44__PHY+SEX,isLatestValue__F__Y18T50__PHY+SEX
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,G,Global,2019,PT,Percent,2008,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,women aged 15-44; sexual violence definition differs from standard; 2015 survey exists but does not include data on this indicator;,,,,,,,,,,,,,,,,,,,,,True,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",604,Peru,PER,-71.82093277,-13.58939705,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,10.8,10.9,9.1,9.8,14.9,7.3,17.6,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",608,Philippines,PHL,120.8601418,14.16591706,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2017,5.5,5.1,4.4,4.7,11.2,3.2,11.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",616,Poland,POL,19.40660158,52.1226733,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",62,Central and Southern Asia,,,,,G,Global,2019,PT,Percent,2017,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on 7 countries with a population coverage of 81 per cent;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",620,Portugal,PRT,-7.961599811,39.68509315,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",626,Timor-Leste,TLS,125.9451052,-8.797497247,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2016,34.6,37.7,30.7,38.5,32.5,27.5,37.7,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",646,Rwanda,RWA,29.92310194,-1.999842114,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,20.7,25.0,20.2,19.2,21.9,14.5,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",678,Sao Tome and Principe,STP,6.609772265,0.241554875,Sub-Saharan Africa,G,Global,2019,PT,Percent,2009,26.3,26.9,24.6,30.4,27.9,15.2,27.6,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",68,Bolivia (Plurinational State of),BOL,-64.66224284,-16.71273412,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,,,,,,,,,,,,,,,,,,,,~ENDIREH methodology; women aged 15+; definition of sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",686,Senegal,SEN,-14.46636926,14.35920905,Sub-Saharan Africa,G,Global,2019,PT,Percent,2017,12.2,14.7,11.5,7.4,12.8,7.1,18.9,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",694,Sierra Leone,SLE,-11.78306584,8.568604164,Sub-Saharan Africa,G,Global,2019,PT,Percent,2013,28.7,29.7,28.7,21.7,37.4,17.2,30.5,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",703,Slovakia,SVK,19.48495604,48.70741446,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2010,,11.0,11.1,9.7,,8.6,,12.9,15.7,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,,C,,C,C,,,,,C,,,,,,,,,,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 18-60;,,,,,,,,,True,True,True,,True,,True,True,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,19.9,20.2,15.7,10.7,25.3,10.6,31.5,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",722,Small island developing States (SIDS),,,,,G,Global,2019,PT,Percent,2017,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on 19 countries with a population coverage of 51 per cent;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; observations based on fewer than 30 responses; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",747,Northern Africa and Western Asia,,,,,G,Global,2019,PT,Percent,2017,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on 6 countries with a population coverage of 41 per cent; caution is advised when interpreting this figure as it is not fully representative of the population in this region.;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",753,Eastern and South-Eastern Asia,,,,,G,Global,2019,PT,Percent,2017,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,Based on 7 countries with a population coverage of 13 per cent; caution is advised when interpreting this figure as it is not fully representative of the population in this region.;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",762,Tajikistan,TJK,69.294998,38.43069666,Central and Southern Asia,G,Global,2019,PT,Percent,2017,19.0,22.8,18.8,18.3,18.5,14.8,5.6,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",768,Togo,TGO,0.97835765,8.532096072,Sub-Saharan Africa,G,Global,2019,PT,Percent,2014,12.7,14.7,12.0,8.9,14.9,8.1,13.2,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",776,Tonga,TON,-175.1959991,-21.19511329,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2009,18.9,17.2,11.6,7.5,,12.2,,34.2,,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,,C,,C,,C,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence;,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,True,,True,,True,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",780,Trinidad and Tobago,TTO,-61.29389504,10.41877263,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,6.74,9.2,5.8,5.7,,4.3,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,C,C,C,,C,,C,,,,,,,,,,,,,,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64;,,,,,,,,,,,,,,,,,,,,,True,True,True,True,,True,,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",792,Turkey,TUR,35.42890329,38.9899684,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,11.0,,,,,,,,,18.0,,,,,,13.0,7.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,C,C,,C,,,Women aged 15-59 years; based on definition used in the WHO multi-country study on women’s health and domestic violence,,,,,,,,,,,,,,,,,,Women aged 15-59 years; based on definition used in the WHO multi-country study on women’s health and domestic violence,,,True,,,,,,,,,True,,,,,,True,True,,True,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",798,Tuvalu,TUV,178.6679611,-7.460048071,"Oceania, exc. Australia and New Zealand",G,Global,2019,PT,Percent,2007,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",800,Uganda,UGA,32.39100438,1.279557331,Sub-Saharan Africa,G,Global,2019,PT,Percent,2016,29.9,30.2,29.7,25.0,33.4,25.5,31.0,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,G,Global,2019,PT,Percent,2007,10.2,11.8,10.3,10.5,7.0,11.9,2.4,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",818,Egypt,EGY,29.77468534,26.57438204,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2014,14.0,13.2,14.3,10.8,20.3,7.5,16.5,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True,True,True,,,,,,,,,,,,,
V.1,a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",a8b55125,"Proportion of ever-partnered women and girls aged 15 years and older subjected to physical, sexual or psychological violence by a current or former intimate partner in the previous 12 months, by form of violence and by age",826,United Kingdom of Great Britain and Northern Ireland,GBR,-2.23830539,53.27691757,Europe and Northern America,G,Global,2019,PT,Percent,2012,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,Women aged 18-74; definition of physical and sexual violence differs from the standard;,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
