INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___O,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,NATURE___O,NATURE___T,NATURE__F,NATURE__M,COMMENT_OBS___O,COMMENT_OBS___T,COMMENT_OBS__F,COMMENT_OBS__M,isLatestValue___O,isLatestValue___T,isLatestValue__F,isLatestValue__M
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2007,,65.6,64.7,66.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2009,,65.9,63.9,67.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2013,,62.2,59.7,64.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,,57.6,54.9,60.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,,57.1,53.4,60.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,,56.3,52.5,59.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,,56.1,51.5,60.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,,54.9,50.2,59.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,,54.2,49.2,58.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",704,Viet Nam,VNM,105.802499,10.09643079,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2020,,54.9,49.4,59.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,,51.2,56.6,47.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2001,,49.3,55.9,44.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2002,,43.4,47.5,40.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2003,,43.0,48.0,39.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2004,,43.1,46.7,40.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,,46.3,50.5,43.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2006,,47.4,50.9,45.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2007,,47.2,49.5,45.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2008,,35.1,39.3,31.9,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2009,,33.4,37.6,30.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,,33.9,37.3,31.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,,32.5,35.4,30.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2012,,31.4,34.2,29.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2013,,32.0,35.2,29.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,,32.0,35.1,29.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,,34.2,36.5,32.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,,33.8,35.7,32.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,,34.2,36.5,32.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,,34.7,36.7,33.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,,34.6,36.3,33.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,,62.5,72.9,55.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,,66.0,72.8,60.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,,74.1,75.0,73.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",72,Botswana,BWA,23.81380223,-22.18810073,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,,66.0,68.3,63.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2019,,50.1,52.3,48.6,,E,E,E,,,,,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",729,Sudan,SDN,29.95650159,16.02643066,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2011,,77.3,60.2,80.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",740,Suriname,SUR,-55.90626394,4.132603197,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,,49.8,43.4,54.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2019,,51.3,40.7,54.2,,E,E,E,,,,,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",748,Eswatini,SWZ,31.50149288,-26.56471011,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,,57.2,61.8,52.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",753,Eastern and South-Eastern Asia,,,,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2019,,47.0,44.9,48.8,,E,E,E,,,,,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2009,,42.0,43.8,40.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2011,,38.5,38.6,38.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2012,,38.2,37.9,38.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2013,,37.1,36.2,37.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2014,,37.8,37.0,38.5,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2015,,38.3,36.9,39.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,,42.5,44.2,41.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2017,,44.0,45.9,42.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2018,,44.7,46.5,43.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2021,PT,Percent,2019,,44.9,46.7,43.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,,63.4,62.9,63.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2015,,62.4,61.8,63.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,,63.4,63.5,63.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2017,,53.7,54.0,53.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2018,,51.9,53.0,51.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",768,Togo,TGO,0.97835765,8.532096072,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,,91.8,94.5,88.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",768,Togo,TGO,0.97835765,8.532096072,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,,85.3,94.3,73.9,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old | Break in series: Methodology revised,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",776,Tonga,TON,-175.1959991,-21.19511329,"Oceania, exc. Australia and New Zealand",G,Global,2021,PT,Percent,2018,,73.6,75.2,71.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,,True,True,True
I.9,Iddba1b3e,"Proportion of informal employment in non agriculture employment, by sex",Sdf4d1b4b,"Proportion of informal employment in non-agriculture employment, by sex",8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,G,Global,2021,PT,Percent,2012,,40.2,33.5,43.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False
