INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__M__Y15T24,OBS_VALUE___T__Y15T24,OBS_VALUE__F__Y15T24,OBS_VALUE___O__Y15T24,NATURE__M__Y15T24,NATURE___T__Y15T24,NATURE__F__Y15T24,NATURE___O__Y15T24,COMMENT_OBS__M__Y15T24,COMMENT_OBS___T__Y15T24,COMMENT_OBS__F__Y15T24,COMMENT_OBS___O__Y15T24,isLatestValue__M__Y15T24,isLatestValue___T__Y15T24,isLatestValue__F__Y15T24,isLatestValue___O__Y15T24
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2013,9.9,9.2,8.6,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2014,9.7,9.4,9.2,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2015,10.0,9.5,9.1,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2016,9.1,8.0,7.0,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2017,6.8,6.5,6.3,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2018,6.1,6.6,7.2,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",705,Slovenia,SVN,14.82209486,46.11958061,Europe and Northern America,G,Global,2021,PT,Percent,2019,6.1,7.0,8.1,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,27.4,31.4,35.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2001,29.7,34.6,39.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2002,30.4,35.7,41.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2003,31.1,36.5,42.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2004,29.7,35.4,41.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,29.3,34.3,39.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2006,28.2,33.3,38.6,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2007,27.7,32.6,37.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2012,,32.2,,,,C,,,,Data reference period: Third quarter | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 24 years old,,,,False,,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2013,29.3,32.0,34.7,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,28.8,31.3,33.9,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2015,28.0,30.5,33.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2016,28.6,31.2,33.9,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,28.2,31.0,33.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2018,29.0,31.6,34.2,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",710,South Africa,ZAF,24.67184355,-29.99957544,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,30.7,32.5,34.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2021,PT,Percent,2011,11.0,17.2,22.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2021,PT,Percent,2014,11.2,16.6,21.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",716,Zimbabwe,ZWE,29.86909584,-19.00075492,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,36.6,44.8,53.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",72,Botswana,BWA,23.81380223,-22.18810073,Sub-Saharan Africa,G,Global,2021,PT,Percent,2006,36.1,42.3,48.0,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",72,Botswana,BWA,23.81380223,-22.18810073,Sub-Saharan Africa,G,Global,2021,PT,Percent,2009,28.5,35.5,42.1,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",72,Botswana,BWA,23.81380223,-22.18810073,Sub-Saharan Africa,G,Global,2021,PT,Percent,2019,31.2,33.2,35.3,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2005,17.8,23.6,29.6,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2006,17.0,22.8,28.8,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2007,16.8,22.2,27.9,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2008,16.4,21.9,27.5,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2009,17.4,22.7,28.2,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2010,17.9,23.1,28.6,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2011,18.3,23.6,29.0,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2012,18.8,24.0,29.5,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2013,19.1,24.6,30.3,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2014,18.7,24.4,30.3,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2015,18.4,24.1,30.1,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2016,18.5,24.3,30.4,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2017,18.2,23.9,29.9,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2018,18.1,23.8,29.8,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",722,Small island developing States (SIDS),,,,,G,Global,2021,PT,Percent,2019,18.2,23.8,29.8,,M,M,M,,,,,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2003,10.0,11.7,13.5,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2004,10.3,11.8,13.3,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2005,11.1,13.0,14.9,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2006,10.3,11.8,13.5,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2007,10.4,12.0,13.7,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2008,13.9,14.3,14.6,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2009,19.4,18.1,16.7,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2010,18.8,17.8,16.8,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2011,19.2,18.3,17.3,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2012,19.6,18.6,17.6,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2013,19.4,18.6,17.8,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2014,18.0,17.1,16.2,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old | Break in series: Methodology revised,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2015,16.4,15.6,14.9,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2016,15.1,14.6,14.1,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2017,13.8,13.3,12.8,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2018,13.0,12.4,11.9,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",724,Spain,ESP,-3.554078296,40.39211472,Europe and Northern America,G,Global,2021,PT,Percent,2019,12.5,12.1,11.7,,C,C,C,,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,Repository: Eurostat special tabulation | Age coverage - maximum age: 24 years old,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",729,Sudan,SDN,29.95650159,16.02643066,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2011,20.0,32.8,46.4,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",740,Suriname,SUR,-55.90626394,4.132603197,Latin America and the Caribbean,G,Global,2021,PT,Percent,2016,10.7,14.7,18.8,,C,C,C,,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,Repository: ILO-STATISTICS - Micro data processing,,True,True,True,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2005,18.8,31.9,45.7,,M,M,M,,,,,,False,False,False,
I.7,I57821c41,"Proportion of youth (aged 15-24 years) not in education, employment or training",S51781c19,"Proportion of youth not in education, employment or training, by sex and age",747,Northern Africa and Western Asia,,,,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2006,18.2,31.6,45.6,,M,M,M,,,,,,False,False,False,
