INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T__ISCED11_1___T__Q4,OBS_VALUE___T__ISCED11_1___T__Q5,OBS_VALUE___T__ISCED11_1___T__Q2,OBS_VALUE___T__ISCED11_1___T__Q1,OBS_VALUE___T__ISCED11_1___T__Q3,OBS_VALUE___T__ISCED11_1___T___T,OBS_VALUE__F__ISCED11_1___T__Q5,OBS_VALUE__F__ISCED11_1___T__Q1,OBS_VALUE__F__ISCED11_1___T__Q2,OBS_VALUE__F__ISCED11_1___T__Q3,OBS_VALUE__F__ISCED11_1___T___T,OBS_VALUE__F__ISCED11_1___T__Q4,OBS_VALUE__M__ISCED11_1___T__Q1,OBS_VALUE__M__ISCED11_1___T___T,OBS_VALUE__M__ISCED11_1___T__Q5,OBS_VALUE__M__ISCED11_1___T__Q3,OBS_VALUE__M__ISCED11_1___T__Q4,OBS_VALUE__M__ISCED11_1___T__Q2,OBS_VALUE___T__ISCED11_1__R__Q5,OBS_VALUE___T__ISCED11_1__R___T,OBS_VALUE___T__ISCED11_1__R__Q3,OBS_VALUE___T__ISCED11_1__R__Q4,OBS_VALUE___T__ISCED11_1__R__Q2,OBS_VALUE___T__ISCED11_1__R__Q1,OBS_VALUE__F__ISCED11_1__R__Q5,OBS_VALUE__F__ISCED11_1__R___T,OBS_VALUE__F__ISCED11_1__R__Q4,OBS_VALUE__F__ISCED11_1__R__Q3,OBS_VALUE__F__ISCED11_1__R__Q1,OBS_VALUE__F__ISCED11_1__R__Q2,OBS_VALUE__M__ISCED11_1__R__Q5,OBS_VALUE__M__ISCED11_1__R__Q2,OBS_VALUE__M__ISCED11_1__R__Q1,OBS_VALUE__M__ISCED11_1__R___T,OBS_VALUE__M__ISCED11_1__R__Q4,OBS_VALUE__M__ISCED11_1__R__Q3,OBS_VALUE___T__ISCED11_1__U__Q5,OBS_VALUE___T__ISCED11_1__U__Q2,OBS_VALUE___T__ISCED11_1__U___T,OBS_VALUE___T__ISCED11_1__U__Q4,OBS_VALUE___T__ISCED11_1__U__Q3,OBS_VALUE___T__ISCED11_1__U__Q1,OBS_VALUE__F__ISCED11_1__U__Q3,OBS_VALUE__F__ISCED11_1__U__Q5,OBS_VALUE__F__ISCED11_1__U__Q4,OBS_VALUE__F__ISCED11_1__U___T,OBS_VALUE__F__ISCED11_1__U__Q1,OBS_VALUE__F__ISCED11_1__U__Q2,OBS_VALUE__M__ISCED11_1__U__Q4,OBS_VALUE__M__ISCED11_1__U__Q5,OBS_VALUE__M__ISCED11_1__U___T,OBS_VALUE__M__ISCED11_1__U__Q3,OBS_VALUE__M__ISCED11_1__U__Q2,OBS_VALUE__M__ISCED11_1__U__Q1,NATURE___T__ISCED11_1___T__Q4,NATURE___T__ISCED11_1___T__Q5,NATURE___T__ISCED11_1___T__Q2,NATURE___T__ISCED11_1___T__Q1,NATURE___T__ISCED11_1___T__Q3,NATURE___T__ISCED11_1___T___T,NATURE__F__ISCED11_1___T__Q5,NATURE__F__ISCED11_1___T__Q1,NATURE__F__ISCED11_1___T__Q2,NATURE__F__ISCED11_1___T__Q3,NATURE__F__ISCED11_1___T___T,NATURE__F__ISCED11_1___T__Q4,NATURE__M__ISCED11_1___T__Q1,NATURE__M__ISCED11_1___T___T,NATURE__M__ISCED11_1___T__Q5,NATURE__M__ISCED11_1___T__Q3,NATURE__M__ISCED11_1___T__Q4,NATURE__M__ISCED11_1___T__Q2,NATURE___T__ISCED11_1__R__Q5,NATURE___T__ISCED11_1__R___T,NATURE___T__ISCED11_1__R__Q3,NATURE___T__ISCED11_1__R__Q4,NATURE___T__ISCED11_1__R__Q2,NATURE___T__ISCED11_1__R__Q1,NATURE__F__ISCED11_1__R__Q5,NATURE__F__ISCED11_1__R___T,NATURE__F__ISCED11_1__R__Q4,NATURE__F__ISCED11_1__R__Q3,NATURE__F__ISCED11_1__R__Q1,NATURE__F__ISCED11_1__R__Q2,NATURE__M__ISCED11_1__R__Q5,NATURE__M__ISCED11_1__R__Q2,NATURE__M__ISCED11_1__R__Q1,NATURE__M__ISCED11_1__R___T,NATURE__M__ISCED11_1__R__Q4,NATURE__M__ISCED11_1__R__Q3,NATURE___T__ISCED11_1__U__Q5,NATURE___T__ISCED11_1__U__Q2,NATURE___T__ISCED11_1__U___T,NATURE___T__ISCED11_1__U__Q4,NATURE___T__ISCED11_1__U__Q3,NATURE___T__ISCED11_1__U__Q1,NATURE__F__ISCED11_1__U__Q3,NATURE__F__ISCED11_1__U__Q5,NATURE__F__ISCED11_1__U__Q4,NATURE__F__ISCED11_1__U___T,NATURE__F__ISCED11_1__U__Q1,NATURE__F__ISCED11_1__U__Q2,NATURE__M__ISCED11_1__U__Q4,NATURE__M__ISCED11_1__U__Q5,NATURE__M__ISCED11_1__U___T,NATURE__M__ISCED11_1__U__Q3,NATURE__M__ISCED11_1__U__Q2,NATURE__M__ISCED11_1__U__Q1,isLatestValue___T__ISCED11_1___T__Q4,isLatestValue___T__ISCED11_1___T__Q5,isLatestValue___T__ISCED11_1___T__Q2,isLatestValue___T__ISCED11_1___T__Q1,isLatestValue___T__ISCED11_1___T__Q3,isLatestValue___T__ISCED11_1___T___T,isLatestValue__F__ISCED11_1___T__Q5,isLatestValue__F__ISCED11_1___T__Q1,isLatestValue__F__ISCED11_1___T__Q2,isLatestValue__F__ISCED11_1___T__Q3,isLatestValue__F__ISCED11_1___T___T,isLatestValue__F__ISCED11_1___T__Q4,isLatestValue__M__ISCED11_1___T__Q1,isLatestValue__M__ISCED11_1___T___T,isLatestValue__M__ISCED11_1___T__Q5,isLatestValue__M__ISCED11_1___T__Q3,isLatestValue__M__ISCED11_1___T__Q4,isLatestValue__M__ISCED11_1___T__Q2,isLatestValue___T__ISCED11_1__R__Q5,isLatestValue___T__ISCED11_1__R___T,isLatestValue___T__ISCED11_1__R__Q3,isLatestValue___T__ISCED11_1__R__Q4,isLatestValue___T__ISCED11_1__R__Q2,isLatestValue___T__ISCED11_1__R__Q1,isLatestValue__F__ISCED11_1__R__Q5,isLatestValue__F__ISCED11_1__R___T,isLatestValue__F__ISCED11_1__R__Q4,isLatestValue__F__ISCED11_1__R__Q3,isLatestValue__F__ISCED11_1__R__Q1,isLatestValue__F__ISCED11_1__R__Q2,isLatestValue__M__ISCED11_1__R__Q5,isLatestValue__M__ISCED11_1__R__Q2,isLatestValue__M__ISCED11_1__R__Q1,isLatestValue__M__ISCED11_1__R___T,isLatestValue__M__ISCED11_1__R__Q4,isLatestValue__M__ISCED11_1__R__Q3,isLatestValue___T__ISCED11_1__U__Q5,isLatestValue___T__ISCED11_1__U__Q2,isLatestValue___T__ISCED11_1__U___T,isLatestValue___T__ISCED11_1__U__Q4,isLatestValue___T__ISCED11_1__U__Q3,isLatestValue___T__ISCED11_1__U__Q1,isLatestValue__F__ISCED11_1__U__Q3,isLatestValue__F__ISCED11_1__U__Q5,isLatestValue__F__ISCED11_1__U__Q4,isLatestValue__F__ISCED11_1__U___T,isLatestValue__F__ISCED11_1__U__Q1,isLatestValue__F__ISCED11_1__U__Q2,isLatestValue__M__ISCED11_1__U__Q4,isLatestValue__M__ISCED11_1__U__Q5,isLatestValue__M__ISCED11_1__U___T,isLatestValue__M__ISCED11_1__U__Q3,isLatestValue__M__ISCED11_1__U__Q2,isLatestValue__M__ISCED11_1__U__Q1
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",1,World,,,,,G,Global,2021,PT,Percent,2014,,,,,,83.3,,,,,84.0,,,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",1,World,,,,,G,Global,2021,PT,Percent,2015,,,,,,83.6,,,,,84.5,,,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",1,World,,,,,G,Global,2021,PT,Percent,2016,,,,,,83.9,,,,,84.9,,,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",1,World,,,,,G,Global,2021,PT,Percent,2017,,,,,,84.3,,,,,85.4,,,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",1,World,,,,,G,Global,2021,PT,Percent,2018,,,,,,84.7,,,,,85.9,,,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",1,World,,,,,G,Global,2021,PT,Percent,2019,,,,,,85.2,,,,,86.4,,,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,E,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2000,64.16,78.12,36.57,20.92,48.79,48.32,,,,,48.16,,,48.49,,,,,,40.27,,,,,,,,,,,,,,,,,,,76.02,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",104,Myanmar,MMR,96.51752295,21.19332882,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2016,89.85002,92.62806,83.13614,64.70251,88.99992,83.18313,92.94743,65.14229,86.33863,89.09838,84.48334,91.91103,64.2433,81.80617,92.26091,88.89678,87.86489,79.60111,86.58792,81.11224,90.34081,89.66153,83.27464,65.32879,82.15788,82.2654,92.86877,91.43531,65.02946,86.75972,91.1397,79.47399,65.65368,79.92471,86.94407,89.21143,94.63928,81.38199,89.25049,90.17249,82.01247,51.89625,77.45201,96.29342,90.53285,90.64777,,81.39635,89.74031,92.66484,87.64407,87.17612,81.36349,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,10.41096,29.0,5.45455,7.07071,7.03704,13.0056,31.94444,9.27152,5.03597,5.52147,13.84083,10.60606,4.79452,12.02703,25.54348,9.34579,10.17964,5.88235,23.85965,10.83277,7.16981,10.55556,5.18518,7.07071,23.84106,10.98485,10.82474,5.625,9.27152,5.14706,23.8806,5.22388,4.79452,10.65693,10.24096,9.52381,41.73913,,37.69231,,,,,50.76923,,44.0,,,,30.0,29.09091,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,,,,,C,,C,,,,C,C,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,,False,,False,,,,False,False,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,13.42,28.55,6.64,5.7,9.29,13.17,,,,,11.65,,,14.84,,,,,,11.53,,,,,,,,,,,,,,,,,,,42.08,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2010,43.72872,59.02734,29.93849,22.77291,38.82929,39.82951,63.16184,21.56039,26.70238,36.8412,38.41388,39.45749,24.23044,41.44624,54.42438,41.34528,47.75579,33.93767,58.04564,37.39651,38.67771,43.58593,29.64067,22.44316,62.56521,35.45365,39.6524,36.64828,21.2633,26.65523,53.31908,33.35226,23.87507,39.60406,47.24623,41.25089,60.25545,,58.34531,49.03964,,,,63.86023,33.70311,60.48718,,,,55.91426,55.80193,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,,,,C,C,C,,,,C,C,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,,,,False,False,False,,,,False,False,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",108,Burundi,BDI,29.89080992,-3.366387428,Sub-Saharan Africa,G,Global,2021,PT,Percent,2017,58.63736,68.97072,41.98593,28.30222,56.86426,53.34742,70.88808,32.24217,46.39698,60.97334,56.94637,63.2258,24.29786,49.65118,67.08946,52.51034,53.93244,37.26324,65.06152,50.48193,56.79766,58.51965,41.69384,28.07399,69.93102,54.54155,62.96146,61.18461,31.81443,45.98964,61.04947,37.09938,24.27529,46.43541,54.08959,52.18373,73.43368,,72.14172,62.38129,,,,71.79383,69.00294,71.11545,,,,75.39736,73.42528,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,,,,C,C,C,,,,C,C,,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,True,True,True,,,,True,True,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2005,100.0,100.0,99.24,100.0,100.0,99.83,,,,,100.0,,,99.66,,,,,,99.54,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",112,Belarus,BLR,28.04940161,53.54193075,Europe and Northern America,G,Global,2021,PT,Percent,2012,100.0,100.0,98.91119,100.0,100.0,99.76952,100.0,100.0,97.69771,100.0,99.52951,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,,100.0,100.0,,100.0,,,100.0,100.0,,100.0,100.0,100.0,,,100.0,97.85133,99.66731,100.0,100.0,100.0,100.0,100.0,100.0,99.32038,,94.6417,100.0,100.0,100.0,100.0,100.0,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,,C,C,,C,,,C,C,,C,C,C,,,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,,True,True,,True,,,True,True,,True,True,True,,,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2000,,,,,,34.34,,,,,31.06,,,37.37,,,,,,28.7,,,,,,,,,,,,,,,,,,,61.09,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2005,76.70364,79.9781,43.72458,29.80566,56.25718,58.95035,78.79562,26.45367,41.25763,55.1161,58.90414,77.21251,32.41661,58.99419,81.52797,57.24465,76.23336,45.92955,77.69759,56.35464,56.73953,77.46022,43.86036,29.77599,77.92791,55.93739,77.84432,55.17693,26.30807,41.24517,77.41949,46.18028,32.44207,56.73218,77.1049,58.10673,82.4389,41.37457,72.61649,70.14227,49.52985,30.40828,54.18619,79.66505,71.70746,72.40264,29.00722,41.45848,68.70731,86.41518,72.8775,46.07742,41.28914,31.82814,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2008,,,,,,61.45166,,,,,62.91756,,,60.09016,,,,,,58.48668,,,,,,60.10427,,,,,,,,57.01228,,,,,75.48562,,,,,,,75.52252,,,,,75.44815,,,,,,,,,C,,,,,C,,,C,,,,,,C,,,,,,C,,,,,,,,C,,,,,C,,,,,,,C,,,,,C,,,,,,,,,False,,,,,False,,,False,,,,,,False,,,,,,False,,,,,,,,False,,,,,False,,,,,,,False,,,,,False,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2010,83.43317,89.42453,60.82628,43.38387,72.48672,71.06843,88.87524,45.37206,63.27708,71.38852,72.16656,85.68229,41.5395,70.03249,90.00833,73.39145,81.3678,58.32549,89.45858,68.75064,73.14259,85.29181,61.13248,43.40715,93.00222,70.16122,87.74474,71.75417,45.20012,63.37822,85.49133,58.80637,41.7337,67.44538,83.10453,74.2524,89.40212,46.56491,82.52591,71.84397,60.81013,41.75767,66.44045,86.04387,74.12302,81.52191,,,69.33089,92.85141,83.56777,52.89112,41.88925,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,C,C,C,C,C,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False,True,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",116,Cambodia,KHM,104.922836,12.71163737,Eastern and South-Eastern Asia,G,Global,2021,PT,Percent,2014,85.78426,90.24725,62.58557,47.23648,75.64336,72.28277,91.68497,53.87527,66.36564,80.98792,77.21745,90.02127,41.78295,67.72973,88.67416,69.82668,82.18082,59.52547,93.47567,70.07682,75.95151,86.76849,62.69476,47.00492,95.75439,75.18083,89.92559,81.21898,53.6516,66.21212,90.73467,59.83895,41.56961,65.45294,84.14442,70.22546,88.0951,53.88287,84.86874,78.41679,66.11564,75.90577,73.97005,88.76195,90.66856,88.13418,,,66.05534,87.40994,81.52482,57.25046,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,C,C,C,C,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,G,Global,2021,PT,Percent,2013,96.35722,99.20786,95.42671,86.72833,94.25184,94.24063,99.64355,85.91805,96.23541,95.45182,94.80183,97.09782,87.45354,93.70651,98.75424,93.19286,95.62897,94.64036,99.69154,91.80869,96.84859,93.96588,95.79161,86.07413,100.0,90.96121,95.81165,95.65966,83.60454,95.71443,99.30479,95.86108,88.19249,92.59871,91.76279,98.05479,99.1708,95.01275,95.65218,96.82777,93.16817,88.4814,95.35567,99.61356,97.381,96.9938,91.63583,96.77923,96.30407,98.71632,94.35985,91.34735,93.13811,85.31914,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2000,79.16,89.76,52.96,41.15,64.21,67.43,,,,,67.1,,,67.74,,,,,,56.05,,,,,,,,,,,,,,,,,,,85.11,,,,,,,,,,,,,,,,C,C,C,C,C,C,,,,,C,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,False,,,False,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2004,73.05003,87.58753,34.19246,26.54435,55.40806,59.2997,87.03912,25.45324,34.64919,53.13701,58.81895,72.75634,27.60546,59.78325,88.16946,57.68961,73.33915,33.74105,79.72585,39.33746,52.7537,64.33939,31.54441,25.08808,,37.48195,65.76669,49.7548,24.39,30.39522,84.53035,32.67444,25.78935,41.13622,63.31126,55.81189,87.92875,44.50206,74.35593,74.70694,58.89116,35.5191,57.65258,87.53564,73.84621,74.40015,,51.00538,75.60565,88.3509,74.31018,60.11128,37.94569,37.63017,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2005,,,,,,70.26693,,,,,68.2568,,,72.24709,,,,,,54.05766,,,,,,50.18922,,,,,,,,57.81088,,,,,85.13978,,,,,,,84.59279,,,,,85.68619,,,,,,,,,C,,,,,C,,,C,,,,,,C,,,,,,C,,,,,,,,C,,,,,C,,,,,,,C,,,,,C,,,,,,,,,False,,,,,False,,,False,,,,,,False,,,,,,False,,,,,,,,False,,,,,False,,,,,,,False,,,,,False,,,
II.5,Ief9e0d38,Completion rate (primary education),Sc5211ad2,"Completion rate, by sex, location and wealth quintile, primary education",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,G,Global,2021,PT,Percent,2006,79.68215,90.2513,40.03082,14.49325,60.74287,61.62055,91.68964,10.66073,42.71682,61.69518,63.38678,76.88921,17.31906,60.13878,88.81565,60.05519,82.44001,38.26459,98.04179,38.56258,56.66878,78.09746,40.45697,14.02388,,38.15382,73.49678,57.59471,10.02313,45.64709,,36.99268,17.10949,38.85977,82.06466,56.04192,89.98139,37.82983,78.76852,80.01369,65.32165,18.52584,65.95351,91.56633,77.54137,79.76263,,26.69816,82.525,88.3886,77.84197,64.83143,44.60049,18.83549,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,True
